,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Kumatori Town,Sennan County",District_Aobadai,District_Asashirohigashi,District_Asashironishi,District_Gomonhigashi,District_Gomonnishi,District_Jiyuugaoka,District_Kibogaoka,District_Kon-ya,District_Kubo,District_Mikumadai,District_Minamiyamanotedai,District_Noda,District_Oaza Okubo,District_Odanikita,District_Odaniminami,District_Ogaito,District_Okubohigashi,District_Okubokita,District_Okubominami,District_Okubonaka,District_Okubonishi,District_Omiya,District_Sakuragaoka,District_Satsukigaoka,District_Shichiyama,District_Shichiyamahigashi,District_Shichiyamaminami,District_Shichiyamanishi,District_Shinnoda,District_Towaen,District_Tsubasagaokahigashi,District_Tsubasagaokakita,District_Tsubasagaokanishi,District_Wada,District_Wakaba,District_Yamanotedai,Nearest_Station_Higashisano,Nearest_Station_Hineno,Nearest_Station_Kumatori,Nearest_Station_Mizumakannnon,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
