,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Chuo Ward,District_Akashicho,District_Ginza,District_Hatchobori,District_Higashinihombashi,District_Irifune,District_Kachidoki,District_Kyobashi,District_Minato,District_Nihombashi,District_Nihombashibakurocho,District_Nihombashihakozakicho,District_Nihombashihamacho,District_Nihombashihisamatsucho,District_Nihombashihoncho,District_Nihombashihongokucho,District_Nihombashihoridomecho,District_Nihombashikabutocho,District_Nihombashikakigaracho,District_Nihombashikayabacho,District_Nihombashikoamicho,District_Nihombashikobunacho,District_Nihombashikodemmacho,District_Nihombashimuromachi,District_Nihombashinakasu,District_Nihombashiningyocho,District_Nihombashiodemmacho,District_Nihombashitomizawacho,District_Nihombashiyokoyamacho,District_Shinkawa,District_Shintomi,District_Tsukiji,District_Tsukishima,District_Tsukuda,District_Yaesu,Nearest_Station_Asakusabashi,Nearest_Station_Bakurocho,Nearest_Station_Bakuroyokoyama,Nearest_Station_Ginza,Nearest_Station_Ginza 1-chome,Nearest_Station_Hamacho,Nearest_Station_Hatchobori (Tokyo),Nearest_Station_Hibiya,Nearest_Station_Higashiginza,Nearest_Station_Higashinihonbashi,Nearest_Station_Kachidoki,Nearest_Station_Kanda (Tokyo),Nearest_Station_Kayabacho,Nearest_Station_Kodenmacho,Nearest_Station_Kyobashi (Tokyo),Nearest_Station_Mitsukoshimae,Nearest_Station_Nihonbashi (Tokyo),Nearest_Station_Ningyocho,Nearest_Station_Shinbashi,Nearest_Station_Shinnihonbashi,Nearest_Station_Shintomicho (Tokyo),Nearest_Station_Suitengumae,Nearest_Station_Takaracho (Tokyo),Nearest_Station_Tokyo,Nearest_Station_Tsukiji,Nearest_Station_Tsukijishijo,Nearest_Station_Tsukishima,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
