,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Shibuya Ward,District_Daikan-yamacho,District_Dogenzaka,District_Ebisu,District_Ebisuminami,District_Ebisunishi,District_Hachiyamacho,District_Hatagaya,District_Hatsudai,District_Higashi,District_Hiroo,District_Hommachi,District_Jinguumae,District_Jinnan,District_Kamiyamacho,District_Maruyamacho,District_Motoyoyogicho,District_Nampeidaicho,District_Nishihara,District_Oyamacho,District_Sakuragaokacho,District_Sarugakucho,District_Sasazuka,District_Sendagaya,District_Shibuya,District_Shinsencho,District_Shoto,District_Tomigaya,District_Udagawacho,District_Uehara,District_Uguisudanicho,District_Yoyogi,Nearest_Station_Daikan-yama,Nearest_Station_Ebisu,Nearest_Station_Gaienmae,Nearest_Station_Harajuku,Nearest_Station_Hatagaya,Nearest_Station_Hatsudai,Nearest_Station_Higashikitazawa,Nearest_Station_Hiroo,Nearest_Station_Kitasando,Nearest_Station_Kokuritsukyogijo,Nearest_Station_Komabatodaimae,Nearest_Station_Meguro,Nearest_Station_Meijijingumae,Nearest_Station_Mejiro,Nearest_Station_Minamishinjuku,Nearest_Station_Nishishinjuku 5-chome,Nearest_Station_Omotesando,Nearest_Station_Roppongi 1-chome,Nearest_Station_Sangubashi,Nearest_Station_Sasazuka,Nearest_Station_Sendagaya,Nearest_Station_Shibuya,Nearest_Station_Shinjuku,Nearest_Station_Shinsen,Nearest_Station_Shirokanedai,Nearest_Station_Yoyogi,Nearest_Station_Yoyogihachiman,Nearest_Station_Yoyogikoen,Nearest_Station_Yoyogiuehara,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2K+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK,Layout_Duplex,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
