,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Chiba Prefecture,Municipality_Katori City,District_Aburata,District_Atamadai,District_Atamagawa,District_Fukuda,District_Gogouchi,District_Hanegawa,District_Hatahoko,District_Hatoyama,District_Hongo,District_Horinouchi,District_Ichinowakeme,District_Ichiyama,District_Iriaichi,District_Iwagasakidai,District_Kamikobori,District_Kamiogawa,District_Kanno,District_Karike,District_Katori,District_Kinouchi,District_Kita,District_Koya,District_Kumiage,District_Makino,District_Minamiharachishinden,District_Mizuhodai,District_Morido,District_Mushihata,District_Nishitabe,District_Nissato,District_Noda,District_Ogishima,District_Okura,District_Okurayorogo,District_Omi,District_Omigawa,District_One,District_Orihata,District_Osaki,District_Oto,District_Otogawa,District_Sakaijima,District_Sannowakeme,District_Sawa,District_Sawara,District_Shimoiida,District_Shimokobori,District_Shimoogawa,District_Shimoono,District_Shinohara,District_Shirai,District_Showamachi,District_Sukezawa,District_Tada,District_Takahagi,District_Tamatsukuri,District_Terauchi,District_Tokizaki,District_Tomita,District_Toppa,District_Tsunomiya,District_Uchino,District_Wakarego,District_Yamakura,District_Yamanobe,District_Yanaka,District_Yasujigawa,District_Yokaichiba,District_Yokura,Nearest_Station_Higashinarita,Nearest_Station_Higata,Nearest_Station_Itako,Nearest_Station_Junikyo,Nearest_Station_Katori,Nearest_Station_Omigawa,Nearest_Station_Oto,Nearest_Station_Sasagawa,Nearest_Station_Sawara,Nearest_Station_Shimousakozaki,Nearest_Station_Suigo,Nearest_Station_Yokaichiba,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
