,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shizuoka Prefecture,Municipality_Mishima City,District_(No Address),District_Aoki,District_Bunkyocho,District_Chuocho,District_Hagi,District_Higashicho,District_Higashihoncho,District_Hirokojicho,District_Honcho,District_Ichibancho,District_Itchoda,District_Kamogawacho,District_Kawaharagaya,District_Kitatamachi,District_Kitazawa,District_Kobaracho,District_Kotobukicho,District_Matsugaoka,District_Minamicho,District_Minamifutsukamachi,District_Minamitamachi,District_Nagabuse,District_Naka,District_Nishiwakacho,District_Sakaecho,District_Shibahoncho,District_Taishacho,District_Tokura,District_Tomitamachi,District_Umena,District_Yata,Nearest_Station_Daiba,Nearest_Station_Mishima,Nearest_Station_Mishimafutsukamachi,Nearest_Station_Mishimahirokoji,Nearest_Station_Mishimatamachi,Nearest_Station_Nagaizuminameri,Nearest_Station_None,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
