,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Iwate Prefecture,Municipality_Kitakami City,District_Aisaricho,District_Aoyagicho,District_Aritacho,District_Fujisawa,District_Fushiushi,District_Futagocho,District_Hanazonocho,District_Hatookazaki,District_Hondoori,District_Hongokucho,District_Iitoyo,District_Inasecho,District_Kajimachi,District_Kamiezuriko,District_Kawagishi,District_Kitaoniyanagi,District_Kunembashi,District_Kuroiwa,District_Kurosawajiri,District_Machibun,District_Magoyashiki,District_Murasakino,District_Nakanocho,District_Nameshida,District_Odoori,District_Oniyanagicho,District_Otsutsumihigashi,District_Otsutsumikita,District_Otsutsumiminami,District_Otsutsuminishi,District_Sakuradoori,District_Satobun,District_Shimoezuriko,District_Shimooniyanagi,District_Shinkokucho,District_Tachibana,District_Tokiwadai,District_Tsutsumigaoka,District_Uenocho,District_Wagachofujine,District_Wagachogoto,District_Wagachoiwasaki,District_Wagachoiwasakishinden,District_Wagachonaganuma,District_Wagachotatekawame,District_Wagachoyokokawame,District_Wakamiyacho,District_Yanagiharacho,District_Yoshicho,Nearest_Station_Ezuriko,Nearest_Station_Fujine,Nearest_Station_Kitakami,Nearest_Station_Murasakino,Nearest_Station_Rokuhara,Nearest_Station_Tatekawame,Nearest_Station_Yanagihara (Iwate),Nearest_Station_Yokokawame,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
