,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagawa Prefecture,Municipality_Sakaide City,District_Aobacho,District_Asahicho,District_Bunkyocho,District_Chuocho,District_Ejiricho,District_Fuchucho,District_Fujimicho,District_Fukuecho,District_Gobushocho,District_Hachimancho,District_Hanamachi,District_Hayashidacho,District_Hommachi,District_Ikezonocho,District_Irifunecho,District_Kamocho,District_Kawatsucho,District_Kazashicho,District_Komadomecho,District_Kotobukicho,District_Kumecho,District_Kyomachi,District_Miyashitacho,District_Motomachi,District_Muromachi,District_Nishinoshocho,District_Nishiohamaminami,District_Ogoshicho,District_Oikecho,District_Okinohama,District_Shinhamacho,District_Shiroganecho,District_Showacho,District_Takayacho,District_Tanimachi,District_Tokiwacho,District_Yokozucho,Nearest_Station_Kamogawa,Nearest_Station_Sakaide,Nearest_Station_Sanukifuchu,Nearest_Station_Utazu,Nearest_Station_Yasoba,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
