,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hiroshima Prefecture,"Municipality_Asaminami Ward,Hiroshima City",District_Aita,District_Bishamondai,District_Bishamondaihigashi,District_Chorakuji,District_Furuichi,District_Gion,District_Higashihara,District_Higashino,District_Kamiyasu,District_Kawauchi,District_Midorii,District_Nagatsuka,District_Nagatsukanishi,District_Nakasu,District_Nakasuji,District_Nishihara,District_Numatacho,District_Omachihigashi,District_Omachinishi,District_Ozukanishi,District_Takatorikita,District_Takatoriminami,District_Tomochuo,District_Tomohigashi,District_Tomokita,District_Tomominami,District_Tomonishi,District_Yagi,District_Yagicho,District_Yamamoto,District_Yamamotoshimmachi,District_Yasuhigashi,Nearest_Station_Akinagatsuka,Nearest_Station_Bairin (Hiroshima),Nearest_Station_Bishamondai,Nearest_Station_Chorakuji,Nearest_Station_Furuichi (Hiroshima),Nearest_Station_Furuichibashi,Nearest_Station_Gionshinbashikita,Nearest_Station_Hiroshima,Nearest_Station_Kamiyagi,Nearest_Station_Kamiyasu,Nearest_Station_Koikikoenmae,Nearest_Station_Midorii,Nearest_Station_Nakashima (Hiroshima),Nearest_Station_Nakasuji,Nearest_Station_Nishihara (Hiroshima),Nearest_Station_None,Nearest_Station_Obara (Hiroshima),Nearest_Station_Omachi (Hiroshima),Nearest_Station_Ozuka (Hiroshima),Nearest_Station_Shichikenjaya,Nearest_Station_Shimogion,Nearest_Station_Takatori,Nearest_Station_Tomo,Nearest_Station_Tomochuo,Nearest_Station_Yasuhigashi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
