,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Nakano Ward,District_Arai,District_Chuo,District_Egota,District_Eharacho,District_Higashinakano,District_Honcho,District_Kamisaginomiya,District_Kamitakada,District_Maruyama,District_Matsugaoka,District_Minamidai,District_Nakano,District_Nogata,District_Numabukuro,District_Saginomiya,District_Shirasagi,District_Wakamiya,District_Yamatocho,District_Yayoicho,Nearest_Station_Araiyakushimae,Nearest_Station_Asagaya,Nearest_Station_Ekoda,Nearest_Station_Fujimidai,Nearest_Station_Hatagaya,Nearest_Station_Higashikoenji,Nearest_Station_Higashinagasaki,Nearest_Station_Higashinakano,Nearest_Station_Honancho,Nearest_Station_Koenji,Nearest_Station_Nakai,Nearest_Station_Nakamurabashi,Nearest_Station_Nakano (Tokyo),Nearest_Station_Nakanofujimicho,Nearest_Station_Nakanosakaue,Nearest_Station_Nakanoshinbashi,Nearest_Station_Nishishinjuku 5-chome,Nearest_Station_Nogata,Nearest_Station_None,Nearest_Station_Numabukuro,Nearest_Station_Ochiai (Tokyo),Nearest_Station_Ochiaiminaminagasaki,Nearest_Station_Saginomiya,Nearest_Station_Sasazuka,Nearest_Station_Shimoigusa,Nearest_Station_Shimoochiai,Nearest_Station_Shinegota,Nearest_Station_Shinjuku 3-chome,Nearest_Station_Shinkoenji,Nearest_Station_Shinnakano,Nearest_Station_Toritsukasei,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
