,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,"Municipality_Minato Ward,Nagoya City",District_Aburayacho,District_Akiha,District_Chidori,District_Chikumoricho,District_Chita,District_Enjakucho,District_Hama,District_Harutano,District_Higashikanita,District_Higashitsukijicho,District_Hojin,District_Honguucho,District_Inaei,District_Iriba,District_Irifune,District_Irohacho,District_Ishincho,District_Jimbeetoori,District_Jinguuji,District_Juichiya,District_Kanseicho,District_Kawamacho,District_Kawanishitoori,District_Kibacho,District_Koei,District_Kogasu,District_Komei,District_Koraku,District_Kowaritoori,District_Koyo,District_Kubancho,District_Meiko,District_Meishicho,District_Minamijuichibancho,District_Nakagawahommachi,District_Nishikimachi,District_Osu,District_Sakuracho,District_Sendoba,District_Shichibancho,District_Shinagawacho,District_Shinfunecho,District_Shinkawacho,District_Shohocho,District_Shotokucho,District_Sunaricho,District_Takagicho,District_Tochi,District_Tsukane,District_Zennancho,District_Zenshincho,District_Zenshinhommachi,Nearest_Station_Arakogawakoen,Nearest_Station_Dotoku,Nearest_Station_Fushiya,Nearest_Station_Higashinagoyako,Nearest_Station_Inaei,Nearest_Station_Minatokuyakusho,Nearest_Station_Nagoyakeibajomae,Nearest_Station_Nagoyako,Nearest_Station_Nakajima (Aichi),Nearest_Station_Oe (Aichi),Nearest_Station_Toda (Aichi),Nearest_Station_Tokaidori,Nearest_Station_Tsukijiguchi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5DK,Layout_5LDK,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
