,Municipality,General_Coefficient,General_Accuracy,Prefecture_Coefficient,Prefecture_Accuracy,Municipality_Coefficient,Municipality_Accuracy
448,Ikoma City,1.0,0.17616747255865406,1.0017314101002284,0.16082445893334713,1.0,0.12469443058057093
449,Kashiba City,1.0,0.12147030922567698,1.0,0.10668438893092504,1.0,0.14537803864581672
450,Katsuragi City,0.9203839774682752,6.753584589020303e-05,0.924555521825493,0.00015599568000435849,1.0,0.0769097246625386
451,Uda City,1.019680445630874,0.0007510378165561706,1.0,0.010255880791117252,1.1393191220741314,0.13981632566327304
452,"Sango Town,Ikoma County",1.176412524370814,0.09892919095391343,1.3836503875995338,0.26473578777977375,1.0,0.0767820730313568
453,"Ikaruga Town,Ikoma County",1.0080000550792536,0.10302387348226089,1.0279985576348287,0.09815829893047655,1.1045120136648603,0.21762967145879009
454,"Tawaramoto Town,Shiki County",0.9999999920890826,0.0011872911691190664,0.9981641360559697,0.0006856037841122591,0.9992977892962011,0.16154803035478094
455,"Kanmaki Town,Kitakatsuragi County",0.9632757657680572,0.04284517780588915,0.9511508576902502,0.07169470267339448,0.9415048240015653,0.17226067633263917
456,"Oji Town,Kitakatsuragi County",1.0,0.17797062618997603,1.0,0.31601337108709315,1.3980583667377153,0.2859691074550252
457,"Koryo Town,Kitakatsuragi County",0.975939350830703,0.14127459447951587,0.9819676811670632,0.14641354324816683,0.9826554156210838,0.21133151915237258
458,"Kawai Town,Kitakatsuragi County",1.0032495252362041,0.0005539603727976793,0.9999999972575512,0.010854904742739398,0.9999999993049941,0.11105450576325682
459,"Yoshino Town,Yoshino County",1.0,9999.0,1.0,9999.0,1.0,9999.0
460,Wakayama City,1.082909361149926,0.2386405273945133,1.0260411604982025,0.17546517387979968,1.0260411604982025,0.17546517387979968
461,Otsu City,1.0555508700628666,0.1353650051588723,1.0772612403866784,0.13941426948391775,1.0598376347571166,0.14736583458242267
462,Hikone City,1.073222609028314,0.09250844018715511,1.0,0.09656105880786678,1.0,0.11015397190569351
463,Nagahama City,1.0911280519455773,0.0840275595535962,1.1696441081246187,0.10438621689334486,1.0501250362304437,0.08622564610364307
464,Kusatsu City,1.044797035180425,0.12109340819141162,1.0489402676618662,0.11753529889712347,1.025792605952079,0.1311686266416776
465,Higashiomi City,0.9999999987718547,0.00023512438831969426,0.9999999925673108,0.004482337965078992,1.0064877695052932,0.042591798524042095
466,"Kita Ward,Kyoto City",1.0786403319717572,0.20542116707804742,1.0101717649193815,0.19266950366302335,1.0117967557568615,0.17868059933212632
467,"Kamigyo Ward,Kyoto City",1.167569429577815,0.21080917116803022,1.1455416581912217,0.19495564961478207,1.05702400104488,0.1574580963969951
468,"Sakyo Ward,Kyoto City",1.215359992496679,0.17485062269423746,1.190742449312214,0.16869907034187429,1.192183447198539,0.15561199258510688
469,"Nakagyo Ward,Kyoto City",1.2387916866746893,0.16524846998801584,1.2473433685734865,0.15144145053710928,1.2714597830798893,0.14198254735437188
470,"Higashiyama Ward,Kyoto City",1.3597697800814312,0.28420817086186245,1.47045310458618,0.22118989274103093,1.3241440517120215,0.18497878345414104
471,"Shimogyo Ward,Kyoto City",1.07556777207525,0.1788149089134402,1.0608803806502356,0.17243577452052342,1.0726350325475549,0.18485425298302632
472,"Minami Ward,Kyoto City",1.2213226407998732,0.13983376085856855,1.2459566561784075,0.12512988198544078,1.2160539177574154,0.18902369506602112
473,"Ukyo Ward,Kyoto City",1.1466119112675637,0.17048450680605384,1.1498347717354422,0.1732762965503328,1.1696854982860343,0.1795351182472356
474,"Fushimi Ward,Kyoto City",1.1612588809273088,0.20308112351876934,1.163864655662854,0.20149159186847,1.149441771998093,0.20572896855896777
475,"Yamashina Ward,Kyoto City",1.1274778477860927,0.19197514273388336,1.1157049710627256,0.18620430121842374,1.109648645336751,0.19374243982453038
476,"Nishikyo Ward,Kyoto City",1.016034294855657,0.12170465867553724,1.0,0.12470222026222083,1.0431394244885297,0.11873757177123946
477,Uji City,1.1438636066422478,0.12980185201582103,1.174870008476517,0.1336898276087868,1.1796071430303936,0.11123835383122052
478,Kameoka City,1.1779704948405947,0.04769699344753063,1.0952339523336172,0.0020883903020179747,1.0359270393196502,0.001752588410235503
479,Joyo City,0.9999999984739575,0.0753102872535484,0.9999999992306647,0.08289508853027987,0.9915656903385371,0.03906432171096097
480,Muko City,1.029012803404982,0.1268423257895239,1.042378414332747,0.1375978766779151,1.0664837631802775,0.09088666868696764
481,Nagaokakyo City,1.3159919822402955,0.19347213629403057,1.2722025302591877,0.13539967773946412,1.213056698922086,0.087351807172783
482,Yawata City,1.0622942710688457,0.19456111873487286,1.059292134512835,0.19238445383349023,1.0097313594350428,0.17562764071414338
483,Kyotanabe City,1.0177942805501532,0.18078479945194106,1.0128295906371643,0.18198755242687234,1.0220849626469704,0.19769341261223036
484,Nantan City,1.0,0.05353227371332788,1.0,0.05595659856412792,0.9928002838620256,0.08638001811575514
485,Kizugawa City,1.1166551992310938,0.2041969911399492,1.1097893944617643,0.19496201501243304,1.072351226496891,0.2040132775944871
486,"Oyamazaki Town,Otokuni County",1.1404391332553407,0.14660929439553352,1.1220576379630836,0.15696661348234411,1.024269869248488,0.16644370768725106
487,"Kumiyama Town,Kuse County",1.0,0.1115823900632148,1.0,0.12014972385575617,1.0,0.14433149410434604
488,"Ide Town,Tsuzuki County",0.8868397136846814,0.18336486697606708,0.8724606587932854,0.18479511566336787,0.8933698733239104,0.2628013227172436
489,"Seika Town,Soraku County",1.0,0.10986675465674897,1.0,0.11033817109926929,0.8975985885980827,0.12932958821778903
490,"Higashinada Ward,Kobe City",1.1135091461972648,0.19669717142264656,1.1464578455571013,0.1976675740961627,1.0785950680870562,0.193085647351811
491,"Nada Ward,Kobe City",1.0586569802179202,0.13913018545905065,1.0688753699269957,0.13772226209352273,1.062305431314779,0.12781039972613867
492,"Hyogo Ward,Kobe City",1.0535147873930804,0.23072689753197606,1.0909417653725884,0.2223759929233275,1.0,0.2317896100355545
493,"Nagata Ward,Kobe City",1.0009975545003837,0.13321415782938403,1.0018662453621676,0.13474024555377379,1.0690264858877954,0.10801297074247178
494,"Suma Ward,Kobe City",1.0317214803614052,0.21755407221644138,1.0250034100794296,0.21942091136291758,1.0,0.22216632693651234
495,"Tarumi Ward,Kobe City",1.0,0.211709338987467,0.968809776421459,0.2134630092367269,0.9699239468016054,0.2318398348574422
496,"Kita Ward,Kobe City",0.9631937093690436,0.28066492421497446,0.9649774619383295,0.27892895630392195,0.9455299285969951,0.24950927179569155
497,"Chuo Ward,Kobe City",1.0739228917361663,0.16083250464367344,1.0870824049550774,0.15707394236845024,1.0710228982478414,0.1603312223810004
498,"Nishi Ward,Kobe City",1.02802677541841,0.1710697565752983,1.015615816968711,0.17382118462181625,1.0261996696874196,0.15571970015397724
499,Himeji City,1.0287177477894485,0.18912424048118406,1.0243325821006086,0.1960778329689895,1.0249262047475534,0.19583863552827108
500,Amagasaki City,1.0255282939420585,0.20389331071204048,1.0265790092456772,0.20569781461250575,1.0294462080774534,0.18510726977699307
501,Akashi City,1.1232979913994627,0.2035116125344998,1.1298430585388672,0.20346909345287245,1.0924209364858082,0.19731302833569941
502,Nishinomiya City,1.0733066203256727,0.14571240452533896,1.0707313609749083,0.14671778274785688,1.0683180671540686,0.15028471254993023
503,Ashiya City,1.0975638579804472,0.15218413144662712,1.0933318809530344,0.14292128585952557,1.0252033125977742,0.11840122172758781
504,Itami City,1.1136649668232315,0.12977421113262483,1.0992693974189787,0.13023331492870374,1.1154855250706763,0.13078583145867057
505,Kakogawa City,1.1731009513073318,0.21949685776253924,1.166763276770784,0.21730414423688207,1.0816246760184887,0.24191002989555646
506,Takarazuka City,1.0494243015993585,0.15403960542268466,1.0491320245391424,0.1525198444823021,1.0239952366047689,0.14983414881386795
507,Kawanishi City,1.0239906027531087,0.10588831620350486,1.075394380177889,0.11389966708340765,1.1443848944895885,0.10592302937991882
508,Sanda City,1.1288926588869386,0.11881367831997276,1.1400337498771906,0.11834765647764282,1.1321195083074693,0.16070077240071468
509,"Inagawa Town,Kawabe County",1.0058205280585915,0.043515227836080535,0.9990484136564522,0.055480078895841195,1.062446429757113,0.07362699155971393
510,Sumoto City,1.0,9999.0,1.0,9999.0,1.0,9999.0
511,Awaji City,1.0,9999.0,1.0,9999.0,1.0,9999.0
512,Tottori City,1.0,0.18562815368872487,1.0117540825680498,0.19780931382029324,1.039132147949301,0.16659238685066802
513,Yonago City,1.0420480907458936,0.08050494359115784,0.9423746981429424,0.09541792200955884,0.9601885321655483,0.09598853376533965
514,Matsue City,0.9973785160650223,0.17900728568174823,1.0000366909312501,0.21537094646947919,0.9878980331058684,0.21218092783613202
515,Izumo City,0.9999999929321565,0.07881449206797177,0.9999999936016271,0.02800493985939422,0.9999999905177362,0.248884682878594
516,"Kita Ward,Okayama City",1.0454865952616421,0.20683612676572727,1.0863771959665751,0.1916590766110026,1.08843225403962,0.19958293786721765
517,"Naka Ward,Okayama City",0.9993111358666947,0.13313929540097372,0.9722855776895167,0.13312487373843532,1.0016476776452905,0.1406494775971534
518,"Higashi Ward,Okayama City",1.0,0.20856508038329366,1.0,0.23775081226657163,0.9999987281350802,0.1760959095121704
519,"Minami Ward,Okayama City",1.026644371347334,0.16892662151298474,1.0178234481480253,0.15496689166779376,1.0194268464946792,0.1345627217196904
520,Kurashiki City,1.1285847629990349,0.13931272529852154,1.0739727513364088,0.14725030297616085,1.04940276375153,0.14671280481367605
521,Tsuyama City,0.9999999993250204,0.10721803239308778,0.9999999885093466,0.11009239367219022,0.9999999784196549,0.1264686941197812
522,"Naka Ward,Hiroshima City",1.1036348388003598,0.11320439909727623,1.1201893784202055,0.10984246858819256,1.1434209131948239,0.12317451933972551
523,"Higashi Ward,Hiroshima City",1.1444611815331478,0.16367268166077611,1.2739621557997731,0.17668213581758255,1.2697920601528636,0.1949864092856062
524,"Minami Ward,Hiroshima City",1.0238774165879287,0.13421427192749047,1.0318456701319185,0.13963319156522117,1.0211447726177743,0.1811766229642875
525,"Nishi Ward,Hiroshima City",1.0,0.18044926382984464,1.0,0.1933987217800348,1.0,0.2437325798015928
526,"Asaminami Ward,Hiroshima City",1.0713337421883409,0.14545146450862623,1.1246076745642561,0.14180728215545674,1.0505303400211583,0.16715203794952044
527,"Asakita Ward,Hiroshima City",1.0655705197047374,0.16434075045622465,1.0822114155460323,0.14588469993202388,1.0581663075307821,0.1305270133231036
528,"Aki Ward,Hiroshima City",1.0,0.12744368308376475,0.866150355110327,0.14993825536118247,1.0554607281959094,0.14070199295230795
529,"Saeki Ward,Hiroshima City",1.165003020143192,0.13385238068213806,1.1384395744234312,0.15271161194468433,1.146964266679125,0.2253746153510641
530,Kure City,1.0,0.10856130798170352,1.0046209950029434,0.0982424784311752,0.9914238273848224,0.09735178855821403
531,Mihara City,1.195354364302439,0.06571078112938884,1.0150737760200472,0.03859881946005865,1.0,0.1355650191498109
532,Onomichi City,1.0,0.6413701459306993,1.0,0.6474483978553506,0.8536154074781716,0.5545670408023059
533,Fukuyama City,1.2035917608225573,0.12199348472131004,1.1290860687971835,0.11745831370463682,1.1251765367750848,0.14549246925276763
534,Higashihiroshima City,1.0,0.11902772901299687,1.0,0.12827470073136343,1.0,0.14850095398515187
535,Hatsukaichi City,1.0888692285794026,0.24873914487779122,1.0809791201523804,0.252533656409457,1.1755717012600742,0.24210994526716179
536,"Fuchu Town,Aki County",1.0,9999.0,1.0,9999.0,1.0,9999.0
537,"Kaita Town,Aki County",1.0,9999.0,1.0,9999.0,1.0,9999.0
538,Shimonoseki City,0.959474133813671,0.2700674601757131,0.9792070075715622,0.2869976132608872,1.0,0.2731606025191999
539,Ube City,1.0,0.3487594963468728,1.0825410427130793,0.3674701409029253,1.0532996966656243,0.46258595986225576
540,Yamaguchi City,1.0,0.15419422918035836,1.0,0.13212884558682947,1.0165292248763882,0.17158040525419968
541,Hofu City,0.9999999984120435,0.04683522373236148,1.0092456875427154,0.01798472762018455,1.0190540188916402,0.0723114607638793
542,Iwakuni City,1.0148839522243733,0.18920645566830283,1.0312996098601248,0.18698803934981276,1.0001003296441193,0.16464277504757238
543,Shunan City,1.0,0.20759970327988933,1.0,0.20123856248022515,1.0,0.12960325276420043
544,Tokushima City,1.0,0.1705803014741906,1.0,0.1765213430266785,1.0,0.1765213430266785
545,Takamatsu City,1.0435017183454351,0.15350376435477578,1.0281695288161827,0.15271305934231036,1.0,0.15013847472603378
546,Marugame City,1.0,0.5697344390919995,1.0,0.6311116804324118,0.9785293937069842,0.6310882872131497
547,Matsuyama City,1.0053127088598701,0.19757422572897182,1.0,0.18796417161629944,1.0,0.1874992352789048
548,Imabari City,0.9322166396836212,0.04730790515829076,1.0,0.005323301596057485,0.9484882861301387,0.0016919768015579322
549,Niihama City,0.781932339817089,0.09906283592791339,0.8237231726661021,0.03843993672725655,0.8191542001288032,0.45733870349267197
550,Saijo City,1.0,0.10986335133527758,1.0,0.08351958780026486,1.0,0.05327996663904775
551,Kochi City,1.0,0.14954816980401325,1.0,0.178350730284594,1.0,0.178350730284594
552,"Moji Ward,Kitakyushu City",1.0093707712151363,0.2582457286766871,1.001501076663769,0.2626500278713453,1.1456145742485073,0.2889138623019302
553,"Wakamatsu Ward,Kitakyushu City",1.0,0.2536401760412945,1.0,0.23598509969320852,0.949063679601196,0.17490969163204842
554,"Tobata Ward,Kitakyushu City",1.0043377371521511,0.24034130542323148,1.0,0.2342088303429374,1.0070940860568494,0.16646389052865637
555,"Kokurakita Ward,Kitakyushu City",1.0925021194285294,0.18971526278100387,1.0983360662982244,0.1920398049205937,1.0504794749345012,0.2103551262010959
556,"Kokuraminami Ward,Kitakyushu City",1.0,0.16406255374178072,1.0,0.165000567123096,1.0,0.1738353611916654
557,"Yahatahigashi Ward,Kitakyushu City",0.947026696828325,0.1439712559182078,0.9566451707311652,0.14541398813709025,1.0052105193336354,0.15921323600806342
558,"Yahatanishi Ward,Kitakyushu City",1.0,0.13090480152670111,1.0,0.13350996543355706,1.0,0.16186494974391236
559,"Higashi Ward,Fukuoka City",1.1476227091588345,0.21765953247258968,1.1833895232757572,0.22332699401947934,1.1627750238966081,0.21302345636058476
560,"Hakata Ward,Fukuoka City",1.2481688008333738,0.2339226877588749,1.2407608496497577,0.23337166642570464,1.2630984529143652,0.24529399635650975
561,"Chuo Ward,Fukuoka City",1.1996088140328296,0.20370910578116933,1.1714754908146638,0.21228305331145786,1.2056476440627624,0.20876113394394052
562,"Minami Ward,Fukuoka City",1.1911019693451241,0.20674915354339637,1.1942519459242227,0.21256382086286996,1.1604941725956626,0.21254847375020744
563,"Nishi Ward,Fukuoka City",1.0972648586078115,0.1698404105752041,1.105049493375564,0.1799732271020753,1.168543005779094,0.1733715908057797
564,"Jonan Ward,Fukuoka City",1.1622771716314735,0.17144053255613262,1.1510276197727454,0.17850357822754548,1.1408999354427452,0.15172078224053412
565,"Sawara Ward,Fukuoka City",1.1352732067431317,0.20438109639634996,1.1315159953364649,0.20809696850725162,1.1872491662268496,0.19393884041706735
566,Omuta City,1.0877295026593203,0.11090537378258648,1.0710904403276955,0.1055823048261899,1.0471275467819456,0.13092268874123278
567,Kurume City,1.0,0.2022257460427372,1.0353156801774106,0.19402935048702197,1.043483060146447,0.18428256634035023
568,Iizuka City,1.0,0.2001286126907353,1.0,0.20181450543951165,1.0,0.13316086926997184
569,Kasuga City,1.1166600423143913,0.1288364557680511,1.0687051318828278,0.13214342502130397,1.1280566230358922,0.11514104032558048
570,Yanagawa City,1.0,9999.0,1.0,9999.0,1.0,9999.0
571,Chikugo City,1.0,9999.0,1.0,9999.0,1.0,9999.0
572,Okawa City,1.0,9999.0,1.0,9999.0,1.0,9999.0
573,Yukuhashi City,1.0,9999.0,1.0,9999.0,1.0,9999.0
574,Ogori City,1.0,9999.0,1.0,9999.0,1.0,9999.0
575,Chikushino City,1.0,0.07370885651574599,1.0,0.09106437829880099,1.0,0.18589756736163665
576,Onojo City,1.0,0.16020542385884842,1.0,0.12122131928999022,1.0,0.33727210692211096
577,Munakata City,1.0,0.4545780475774593,1.0,0.2750272553209611,1.0,0.29414061532055374
578,Dazaifu City,1.0,9999.0,1.0,9999.0,1.0,9999.0
579,Koga City,1.0023251736930838,0.0672409185617699,1.007988313392396,0.1548490738079185,0.9998625790302689,0.11841937584638401
580,Koga City,1.0023251736930838,0.0672409185617699,1.000412353617502,0.057065833563116675,0.9998625790302689,0.11841937584638401
581,Fukutsu City,1.0,0.06353331333831697,1.0,0.06756490669111553,1.0,0.10024261014654327
582,Itoshima City,1.0,0.07971190198020085,1.0,0.08330732211468811,1.0,0.334556714864295
583,Nakagawa City,1.0,9999.0,1.0,9999.0,1.0,9999.0
584,"Umi Town,Kasuya County",1.0,9999.0,1.0,9999.0,1.0,9999.0
585,"Sasaguri Town,Kasuya County",1.0,0.10404134444617592,1.0,0.11309870338136448,1.0,0.5816091910732586
586,"Shime Town,Kasuya County",1.0,0.08378404968394235,1.0,0.0885857202794929,1.0,0.21543511168210305
587,"Ashiya Town,Onga County",1.0,9999.0,1.0,9999.0,1.0,9999.0
588,Saga City,1.0,0.10166349351917586,1.0533521665310714,0.10080262704008622,1.0673873150182256,0.10033170958901044
589,Karatsu City,1.0,0.15633295487841484,1.0812601367371855,0.15855391941514832,1.0855872092844816,0.14982364455489547
590,Nagasaki City,1.1101064719273521,0.13600141400566007,1.1253709302994932,0.16816296217098645,1.0874052936741527,0.1752099028307935
591,Sasebo City,1.0810010741358442,0.11702243703583928,1.1133024585773532,0.08417935608562398,1.0507343948527599,0.08933446728843178
592,Isahaya City,0.9127815554431438,0.48019729330320443,1.0791452361986398,0.2532269283212293,1.072008867442091,0.17116215408123572
593,"Chuo Ward,Kumamoto City",1.1063287881041923,0.17490073875106604,1.0376948232141423,0.1703033842533279,1.0412958668771966,0.17890445812236436
594,"Higashi Ward,Kumamoto City",1.0096086727312217,0.07348091823301019,1.0119039351330366,0.09804989667729203,1.0786950362859289,0.0869192913290451
595,"Nishi Ward,Kumamoto City",1.043649526836087,0.19001162114613449,1.0885226289270036,0.10605849005992478,1.0504445476220219,0.26486944695940096
596,"Minami Ward,Kumamoto City",1.0,0.09273833374094899,1.0,0.08570794223137215,1.0,0.08732518749010272
597,"Kita Ward,Kumamoto City",1.06656623834829,0.02830172422587499,1.0032408007730749,0.019003195019333792,1.0455315867432475,0.09693345000424824
598,Yatsushiro City,0.9277763374208527,1.8637711863892357,0.5980209697718096,2.3365414788465078,0.8334522413228971,2.475614467426388
599,Oita City,1.1055753124054786,0.11649731783916326,1.0913662706029887,0.12539899166146068,1.0931110594741025,0.127929931134925
600,Beppu City,1.0000994633642248,0.1818960716235275,1.0829400057831418,0.17792188503799622,1.0412050287405639,0.19778886908009927
601,Miyazaki City,1.035218749691544,0.1584031773700079,1.0557700855338235,0.18944731601208448,1.0639942857070843,0.1982158663164112
602,Miyakonojo City,1.1219213318425405,0.33465564318851904,1.1285885249115826,0.3667325369701298,1.0,0.39941878936498226
603,Nobeoka City,1.0,0.33944717943664793,0.7015363712627286,0.39108867071803716,1.0449240682955068,0.4731876244367606
604,Kagoshima City,0.9323508133153517,0.17525211856952747,0.9950284364203004,0.10353824681480958,0.9993070140234713,0.1075446384199179
605,Satsumasendai City,1.0017258245110499,0.08909534172747678,0.9988228758251564,0.07291635470082893,0.9976743350554128,0.34273446415161196
606,Kirishima City,1.0030044441299526,0.00031241647533915507,0.9999999981025663,0.0003830801046378906,1.00000000012884,0.019648464064754328
607,Kanoya City,1.0,9999.0,1.0,9999.0,1.0,9999.0
608,Naha City,1.3195579532975032,0.18579420372859765,1.2912404659014196,0.18537556827331292,1.2831214377721802,0.18676814202540715
609,Urasoe City,1.0403360447843644,0.19588991798044816,1.0312410365048787,0.11766812026091247,1.1895577419861079,0.11194658005170656
610,Okinawa City,1.0606910325098557,0.0011772534533290705,1.219965875522084,0.03223058920153318,1.0,0.011994333524274089
611,Uruma City,1.006933704589906,0.00499111935519993,1.0087980616788865,0.005618335000830532,1.0020363922659374,0.01811771768165008
