,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Yame City,District_Baba,District_Hirata,District_Hon,District_Imabuku,District_Inadomi,District_Inobu,District_Iwasaki,District_Joyomachikitakawauchi,District_Kamahara,District_Kamenoko,District_Kawainu,District_Kitatagata,District_Kitoin,District_Kunitake,District_Kurogimachihombun,District_Kurogimachiima,District_Kurogimachikitagoya,District_Kurogimachikoya,District_Kurogimachikurogi,District_Kurogimachikuwahara,District_Kurogimachitamoto,District_Kurogimachiyubeta,District_Maekoga,District_Motomachi,District_Motomura,District_Murooka,District_Noso,District_Ogomori,District_Ojima,District_Sakaida,District_Shinjo,District_Tachibanamachiharujima,District_Tachibanamachikanematsu,District_Tachibanamachikitayama,District_Tachibanamachishimohebaru,District_Tachibanamachishiraki,District_Tachibanamachitanigawa,District_Tachibanamachiyamasaki,District_Tadami,District_Taira,District_Takatsuka,District_Takumada,District_Tateno,District_Tatsugahara,District_Toyobuku,District_Tsunoe,District_Unoike,District_Yamauchi,District_Yanaze,District_Yoshida,Nearest_Station_Chikugofunagoya,Nearest_Station_Hainuzuka,Nearest_Station_Nishimuta,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
