,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Sakae Ward,Yokohama City",District_Hakuyo,District_Higashikamigocho,District_Hongodai,District_Iijimacho,District_Inoyamacho,District_Kajigaya,District_Kajigayacho,District_Kameicho,District_Kamigocho,District_Kaminocho,District_Kanaicho,District_Kasama,District_Katsuracho,District_Katsuradaihigashi,District_Katsuradaikita,District_Katsuradaiminami,District_Katsuradainaka,District_Katsuradainishi,District_Kosugaya,District_Koyamadai,District_Kudencho,District_Motoohashi,District_Nagakuracho,District_Naganumacho,District_Nagaodaicho,District_Nakanocho,District_Noshichiri,District_Ozuki,District_Shodo,District_Tayacho,District_Wakatakecho,Nearest_Station_Hongodai,Nearest_Station_Konandai,Nearest_Station_Ofuna,Nearest_Station_Totsuka,Nearest_Station_Yayoidai,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings in which auction or arbiter participates",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
