,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,Municipality_Kyotango City,District_Aminochoamino,District_Aminochoasamogawa,District_Aminochokobama,District_Mineyamachoakasaka,District_Mineyamachoarayama,District_Mineyamachokami,District_Mineyamachonagaoka,District_Mineyamachonaiki,District_Mineyamachonika,District_Mineyamachonishiyama,District_Mineyamachootabi,District_Mineyamachoshiken,District_Mineyamachoshimmachi,District_Mineyamachosuge,District_Mineyamachosugitani,District_Mineyamachotamba,District_Mineyamachoyasu,District_Mineyamachoyoshiwara,District_Omiyachokobe,District_Omiyachokuchioono,District_Omiyachosuki,District_Omiyachozennoji,Nearest_Station_Amino,Nearest_Station_Kyotangoomiya,Nearest_Station_Mineyama,City Planning_Non-divided City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
