,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,"Municipality_Moroyama Town,Iruma County",District_Chuo,District_Hirayama,District_Iwaihigashi,District_Iwainishi,District_Maekubominami,District_Mejirodai,District_Minamidai,District_Oaza Asahidai,District_Oaza Asuwa,District_Oaza Ichiba,District_Oaza Iwai,District_Oaza Kawakado,District_Oaza Kodaya,District_Oaza Maekubo,District_Oaza Minowada,District_Oaza Morohongo,District_Oaza Nagase,District_Oaza Nigabayashi,District_Oaza Nishiokubo,District_Oaza Orui,District_Oaza Oyagi,District_Oaza Saido,District_Oaza Shimogawara,District_Oaza Takinoiri,District_Oaza Tsuzuranuki,District_Wakayama,Nearest_Station_Bushukarasawa,Nearest_Station_Bushunagase,Nearest_Station_Higashimoro,Nearest_Station_Kawakado,Nearest_Station_Moro,Nearest_Station_Ogose,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
