,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Koto Ward,District_Botan,District_Edagawa,District_Eitai,District_Etchujima,District_Fukagawa,District_Fukuzumi,District_Furuishiba,District_Fuyuki,District_Higashisuna,District_Hirano,District_Ishijima,District_Kameido,District_Kiba,District_Kitasuna,District_Kiyosumi,District_Minamisuna,District_Miyoshi,District_Monzennakacho,District_Mori,District_Morishita,District_Ogibashi,District_Ojima,District_Saga,District_Sarue,District_Senda,District_Sengoku,District_Shin-ohashi,District_Shinkiba,District_Shinonome,District_Shiohama,District_Shiomi,District_Shirakawa,District_Sumiyoshi,District_Takabashi,District_Tatsumi,District_Tokiwa,District_Tomioka,District_Toyo,District_Toyosu,District_Umibe,Nearest_Station_Etchujima,Nearest_Station_Hanzomon,Nearest_Station_Higashiojima,Nearest_Station_Hirai (Tokyo),Nearest_Station_Kameido,Nearest_Station_Kameidosuijin,Nearest_Station_Kiba,Nearest_Station_Kikukawa (Tokyo),Nearest_Station_Kinshicho,Nearest_Station_Kiyosumishirakawa,Nearest_Station_Minamisunamachi,Nearest_Station_Monzennakacho,Nearest_Station_Morishita (Tokyo),Nearest_Station_Nishiojima,Nearest_Station_None,Nearest_Station_Ojima (Tokyo),Nearest_Station_Omurai,Nearest_Station_Oshiage,Nearest_Station_Ryogoku,Nearest_Station_Shinkiba,Nearest_Station_Shiomi,Nearest_Station_Suitengumae,Nearest_Station_Sumiyoshi (Tokyo),Nearest_Station_Tatsumi,Nearest_Station_Toyocho,Nearest_Station_Toyosu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
