,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Sado City,District_Aikawaamamachi,District_Aikawaishihatakimachi,District_Aikawakabuse,District_Aikawaminamizawamachi,District_Aikawamizukanemachi,District_Aikawanichomehamamachi,District_Aikawanigorikawamachi,District_Aikawaoritomura,District_Aikawaoritosumiyauramachi,District_Aikawasanchome,District_Aikawashibamachi,District_Aikawayonchomehamamachi,District_Aikawayuuhakumachi,District_Aikawazaimokumachi,District_Akitsu,District_Chigusa,District_Harakuro,District_Hatano,District_Higashiodori,District_Himezu,District_Ichinosawa,District_Ishida,District_Izumi,District_Jonokoshi,District_Kaizuka,District_Kaminiibo,District_Kamiyabase,District_Kamiyokoyama,District_Kamotashiro,District_Kanaishimbo,District_Kasuga,District_Kawaharadahommachi,District_Kawaharadasuwamachi,District_Kawasaki,District_Kubota,District_Mano,District_Manoshimmachi,District_Mitoda,District_Miyakawa,District_Nagae,District_Nagaishi,District_Nakahara,District_Nakaoku,District_Niibofunashimo,District_Niibokatagami,District_Niiboono,District_Ryotsuebisu,District_Ryotsufukuura,District_Ryotsuminato,District_Sansegawa,District_Sawaneikari,District_Sawanemachi,District_Senago,District_Shinkoji,District_Sumiyoshi,District_Toyota,District_Umezu,District_Yahata,District_Yahatashimmachi,District_Yamato,District_Yokkamachi,District_Yoshiihongo,District_Yoshioka,Nearest_Station_None,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
