,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Shiojiri City,District_Daimon-izumicho,District_Daimon-yombancho,District_Daimongobancho,District_Daimonhachibancho,District_Daimonkikyocho,District_Daimonnamikicho,District_Daimonnanabancho,District_Daimonnibancho,District_Daimonsaiwaicho,District_Daimonsambancho,District_Daimontagawacho,District_Oaza Daimon,District_Oaza Hirookagobara,District_Oaza Hirookaharashinden,District_Oaza Hirookakataishi,District_Oaza Hirookanomura,District_Oaza Hirookatakaide,District_Oaza Hirookayoshida,District_Oaza Kaminishijo,District_Oaza Kataoka,District_Oaza Kitaono,District_Oaza Kyushiojiri,District_Oaza Midoriko,District_Oaza Minehara,District_Oaza Nakanishijo,District_Oaza Ogoya,District_Oaza Sajiki,District_Oaza Seba,District_Oaza Shimonishijo,District_Oaza Shiojirimachi,District_Oaza Soga,Nearest_Station_Hirooka,Nearest_Station_Midoriko,Nearest_Station_Murai,Nearest_Station_Ono (Nagano),Nearest_Station_Seba,Nearest_Station_Shiojiri,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
