,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Tokamachi City,District_(No Address),District_An-yoji,District_Aramachishinden,District_Baba,District_Chitosecho,District_Date,District_Fukurochohigashi,District_Fukurochonishi,District_Gakkocho,District_Gejo,District_Hakka,District_Honcho,District_Inaricho,District_Inarichonishi,District_Iseheiji,District_Kasugacho,District_Kawaji,District_Kawauchicho,District_Kiotoshi,District_Kitaabuzaka,District_Kitashinden,District_Kogurosawa,District_Koizumi,District_Kotobukicho,District_Maruyamacho,District_Mi,District_Minakuchizawa,District_Minamishindencho,District_Miyukicho,District_Nakajo,District_Nakayashiki,District_Ne,District_Nishihoncho,District_Nishikicho,District_Nishiurachohigashi,District_Nita,District_Ogurosawa,District_Osaki,District_Otsu,District_Shichikencho,District_Shimmiya,District_Shimogumi,District_Shimokawaracho,District_Shinza,District_Showacho,District_Takadacho,District_Takayama,District_Tanakachohondori,District_Tanakachonishi,District_Tatenokoshi,District_Tatsu,District_Tora,District_Tori,District_Tsumarichonishi,District_U,District_Ueno,District_Uma,District_Ushi,District_Yamamotocho,District_Yamanota,District_Yokkamachi,District_Yokkamachishinden,Nearest_Station_Doichi,Nearest_Station_Echigomizusawa,Nearest_Station_Gejo,Nearest_Station_Misashima,Nearest_Station_Shinza,Nearest_Station_Tokamachi,Nearest_Station_Uonumanakajo,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
