,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,"Municipality_Higashinada Ward,Kobe City",District_Fukaehamamachi,District_Fukaehommachi,District_Fukaekitamachi,District_Fukaeminamimachi,District_Honjocho,District_Kamokogahara,District_Kitaougi,District_Konancho,District_Koyochonaka,District_Mikage,District_Mikagegunge,District_Mikagehommachi,District_Mikageishimachi,District_Mikagenakamachi,District_Mikagetsukamachi,District_Mikageyamate,District_Morikitamachi,District_Moriminamimachi,District_Motoyamacho,District_Motoyamachokitahata,District_Motoyamachookamoto,District_Motoyamakitamachi,District_Motoyamaminamimachi,District_Motoyamanakamachi,District_Nishiokamoto,District_Okamoto,District_Ougi,District_Sumiyoshidai,District_Sumiyoshihigashimachi,District_Sumiyoshihommachi,District_Sumiyoshiminamimachi,District_Sumiyoshimiyamachi,District_Sumiyoshiyamate,District_Tanakacho,District_Uozakikitamachi,District_Uozakiminamimachi,District_Uozakinakamachi,District_Uozakinishimachi,District_Uzumoridai,Nearest_Station_Ashiya (Hanshin),Nearest_Station_Fukae (Hyogo),Nearest_Station_Ishiyagawa,Nearest_Station_Island Center,Nearest_Station_Island Kitaguchi,Nearest_Station_Kobe (Hyogo),Nearest_Station_Konan-yamate,Nearest_Station_Marine Park,Nearest_Station_Mikage (Hankyu),Nearest_Station_Mikage (Hanshin),Nearest_Station_Ogi,Nearest_Station_Okamoto (Hyogo),Nearest_Station_Rokko,Nearest_Station_Settsumotoyama,Nearest_Station_Shinzaike,Nearest_Station_Sumiyoshi (Hanshin),Nearest_Station_Sumiyoshi (JR/Rokko Liner),Nearest_Station_Uozaki,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_6LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
