,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shizuoka Prefecture,Municipality_Numazu City,District_Agetsuchicho,District_Asahicho,District_Ashitaka,District_Ebaracho,District_Hara,District_Haramachinaka,District_Higashibara,District_Higashimakado,District_Higashishiiji,District_Hiramachi,District_Hon,District_Ichibacho,District_Izumicho,District_Jamatsucho,District_Kamikanuki,District_Machikatacho,District_Masagocho,District_Matsunaga,District_Misonocho,District_Miyukicho,District_Momozato,District_Nishijimacho,District_Nishimakado,District_Nishisawada,District_Nishishiiji,District_Nishiurahirasawa,District_Numakitacho,District_Okaisshiki,District_Ooka,District_Otemachi,District_Saijocho,District_Sammaibashicho,District_Sengencho,District_Shige,District_Shimogawaracho,District_Shimokanuki,District_Shinjukucho,District_Shinsawadacho,District_Shiroganecho,District_Shoeicho,District_Suehirocho,District_Sugizakicho,District_Takashimacho,District_Takazawacho,District_Tokiwacho,District_Uchiurakoumi,District_Uocho,District_Wakabacho,District_Yoneyamacho,District_Yoshidacho,Nearest_Station_Atami,Nearest_Station_Baraki,Nearest_Station_Hara (Shizuoka),Nearest_Station_Izunagaoka,Nearest_Station_Izutaga,Nearest_Station_Katahama,Nearest_Station_Mishima,Nearest_Station_Numazu,Nearest_Station_Ooka (Shizuoka),Nearest_Station_Shimotogari,Nearest_Station_Takyo,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_6LDK,Layout_Open Floor,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
