,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Iwate Prefecture,Municipality_Oshu City,District_Esashiinase,District_Esashiiwayado,District_Esashikawaramachi,District_Esashiminamimachi,District_Esashiminamiodori,District_Esashinakamachi,District_Esashiodaki,District_Esashiodori,District_Esashiotokoishi,District_Esashisakaecho,District_Esashisuginomachi,District_Esashitawara,District_Esashitoyotacho,District_Esashiyokamachi,District_Isawaoyama,District_Maesawa,District_Maesawaasukadori,District_Maesawaekihigashi,District_Maesawakojo,District_Maesawashirayama,District_Mizusawa,District_Mizusawaanetaicho,District_Mizusawaasahicho,District_Mizusawadaimachi,District_Mizusawafukuromachi,District_Mizusawafukuyoshicho,District_Mizusawahadacho,District_Mizusawahadachokubo,District_Mizusawahanazonocho,District_Mizusawahigashinakadoori,District_Mizusawahigashiodori,District_Mizusawahigashiuwanocho,District_Mizusawaizumicho,District_Mizusawakamianetai,District_Mizusawakuroishicho,District_Mizusawaminamimachi,District_Mizusawamiyashitacho,District_Mizusawanakadacho,District_Mizusawanakamachi,District_Mizusawanakauwanocho,District_Mizusawanishimachi,District_Mizusawanishiuwanocho,District_Mizusawaoganecho,District_Mizusawaotemachi,District_Mizusawasakurakawa,District_Mizusawashimmeicho,District_Mizusawashinjo,District_Mizusawashinjogaoka,District_Mizusawatainichidoori,District_Mizusawatemmondaitoori,Nearest_Station_Kanegasaki,Nearest_Station_Maesawa,Nearest_Station_Mizusawa,Nearest_Station_None,Nearest_Station_Rikuchuorii,Nearest_Station_Rokuhara,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
