,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Oita Prefecture,Municipality_Usa City,District_Koyasumachi,District_Oaza Akao,District_Oaza Aomori,District_Oaza Araki,District_Oaza Byu,District_Oaza Esuka,District_Oaza Go,District_Oaza Hamatakei,District_Oaza Hashizu,District_Oaza Hatakeda,District_Oaza Hida,District_Oaza Higashiohori,District_Oaza Higashitakei,District_Oaza Hokyoji,District_Oaza Ishida,District_Oaza Iwasaki,District_Oaza Joi,District_Oaza Kamimotoshige,District_Oaza Kamiotome,District_Oaza Kamitakei,District_Oaza Kamitokieda,District_Oaza Kanaya,District_Oaza Karashima,District_Oaza Kawabe,District_Oaza Kitausa,District_Oaza Kuzuwara,District_Oaza Matsusaki,District_Oaza Mikoyamashinden,District_Oaza Minamiusa,District_Oaza Miyaguma,District_Oaza Moriyama,District_Oaza Nagasu,District_Oaza Nakaharu,District_Oaza Nishiohori,District_Oaza Onagai,District_Oaza Otsuka,District_Oaza Sano,District_Oaza Saruwatari,District_Oaza Sazare,District_Oaza Shibahara,District_Oaza Shimizu,District_Oaza Shimomotoshige,District_Oaza Shimoshikida,District_Oaza Shimosho,District_Oaza Shimotaka,District_Oaza Shimotakei,District_Oaza Shimotokieda,District_Oaza Sumie,District_Oaza Takasagoshinden,District_Oaza Tomiyama,District_Oaza Ueda,District_Oaza Waki,District_Oaza Yama,District_Oaza Yamamoto,District_Oaza Yamashita,District_Oaza Yokkaichi,District_Oaza Yoshimatsu,District_Okisumachi,District_Sumiyoshimachi,Nearest_Station_Amatsu,Nearest_Station_Buzennagasu,Nearest_Station_Buzenzenkoji,Nearest_Station_Imazu (Oita),Nearest_Station_Usa,Nearest_Station_Yanagigaura,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
