,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Toshima Ward,District_Chihaya,District_Higashiikebukuro,District_Ikebukuro,District_Ikebukurohoncho,District_Kamiikebukuro,District_Kanamecho,District_Kitaotsuka,District_Komagome,District_Mejiro,District_Minamiikebukuro,District_Minaminagasaki,District_Minamiotsuka,District_Nagasaki,District_Nishiikebukuro,District_Nishisugamo,District_Senkawa,District_Sugamo,District_Takada,District_Takamatsu,District_Zoshigaya,Nearest_Station_Edogawabashi,Nearest_Station_Ekoda,Nearest_Station_Gakushuinshita,Nearest_Station_Gokokuji,Nearest_Station_Higashiikebukuro,Nearest_Station_Higashinagasaki,Nearest_Station_Ikebukuro,Nearest_Station_Itabashi,Nearest_Station_Kanamecho,Nearest_Station_Kishibojinmae,Nearest_Station_Kitaikebukuro,Nearest_Station_Komagome,Nearest_Station_Koshinzuka,Nearest_Station_Mejiro,Nearest_Station_Nishigahara,Nearest_Station_Nishinippori,Nearest_Station_Nishisugamo,Nearest_Station_None,Nearest_Station_Ochiaiminaminagasaki,Nearest_Station_Omokagebashi,Nearest_Station_Otsuka (Tokyo),Nearest_Station_Oyama (Tokyo),Nearest_Station_Senkawa,Nearest_Station_Shiinamachi,Nearest_Station_Shimoitabashi,Nearest_Station_Shin-otsuka,Nearest_Station_Shinkoshinzuka,Nearest_Station_Sugamo,Nearest_Station_Sugamoshinden,Nearest_Station_Tabata,Nearest_Station_Takadanobaba,Nearest_Station_Todenzoshigaya,Nearest_Station_Waseda (Metro),Nearest_Station_Waseda (Toden),Nearest_Station_Zoshigaya (Tokyo Metro),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
