,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,"Municipality_Nakamura Ward,Nagoya City",District_Chiharacho,District_Daimoncho,District_Fujiecho,District_Fukakawacho,District_Futasecho,District_Futatsubashicho,District_Hataetoori,District_Higashishukucho,District_Hiyoshicho,District_Honjintoori,District_Ibukacho,District_Inabajicho,District_Inabajihontoori,District_Inanishicho,District_Iwakamicho,District_Iwatsukacho,District_Iwatsukahontoori,District_Kamejima,District_Kamiishikawacho,District_Kamotsukicho,District_Kasumoricho,District_Katoricho,District_Kokamocho,District_Kotobukicho,District_Kyodencho,District_Matsubaracho,District_Meieki,District_Meiekiminami,District_Meiseitoori,District_Nagatoicho,District_Nakajimacho,District_Nakamuracho,District_Namiki,District_Nibuikecho,District_Nodacho,District_Noritake,District_Noritakehontoori,District_Oakicho,District_Ogontori,District_Okitacho,District_Sakomaecho,District_Sennaritoori,District_Shintomicho,District_Shukuatocho,District_Taiko,District_Taikotori,District_Takamichicho,District_Takebashicho,District_Toriitoori,District_Tsubakicho,District_Ushidatoori,District_Wakamiyacho,District_Yokoi,Nearest_Station_Fushimi (Aichi),Nearest_Station_Hatta (JR),Nearest_Station_Hatta (Nagoyashiei),Nearest_Station_Higashibiwajima,Nearest_Station_Honjin,Nearest_Station_Iwatsuka,Nearest_Station_Kamejima,Nearest_Station_Kasumori,Nearest_Station_Kintetsuhatta,Nearest_Station_Kogane (Aichi),Nearest_Station_Kokusai Center (Aichi),Nearest_Station_Komeno,Nearest_Station_Nagoya,Nearest_Station_Nakamurakoen,Nearest_Station_Nakamurakuyakusho,Nearest_Station_Nakamuranisseki,Nearest_Station_None,Nearest_Station_Osukannon,Nearest_Station_Sako,Nearest_Station_Sanno (Aichi),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
