,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Makubetsu Town,Nakagawa County",District_Asahimachi,District_Aza Aikawa,District_Aza Nansei,District_Aza Senju,District_Kotobukimachi,District_Midorimachi,District_Minamimachi,District_Motomachi,District_Satsunaiakashiyamachi,District_Satsunaiakatsukimachi,District_Satsunaiaobamachi,District_Satsunaibunkyomachi,District_Satsunaichuomachi,District_Satsunaihokueimachi,District_Satsunaiizumimachi,District_Satsunaikasugamachi,District_Satsunaikatsuramachi,District_Satsunaikitamachi,District_Satsunaikyoeimachi,District_Satsunaimizuhomachi,District_Satsunainishimachi,District_Satsunaisakuramachi,District_Satsunaishinkitamachi,District_Satsunaiwakakusamachi,District_Satsunaiyutakamachi,District_Takaramachi,Nearest_Station_Makubetsu,Nearest_Station_Obihiro,Nearest_Station_Satsunai,Nearest_Station_Toshibetsu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
