,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Agano City,District_Annocho,District_Bunda,District_Chuocho,District_Deyu,District_Fukui,District_Gakkocho,District_Gejocho,District_Hatae,District_Higashimachi,District_Horikoshi¥Sato,District_Ichinoyama,District_Iimorisugi,District_Imaita,District_Inaricho,District_Jiromaru,District_Jisha,District_Jo,District_Kamifukuoka,District_Kamikurose,District_Kaminakanome,District_Kamisakamachi,District_Kamisekiguchi,District_Kamitakada,District_Kamiyamaya,District_Kanebuchi,District_Kanedacho,District_Kawamae,District_Kitahoncho,District_Kitazonocho,District_Kogawara,District_Komabayashi,District_Komatsu,District_Kooke,District_Kusozu,District_Midoricho,District_Midorioka,District_Misoranocho,District_Miyanoshita,District_Momozucho,District_Murasugi,District_Nakagata,District_Nakajimacho,District_Nakanotoori,District_Okayamacho,District_Omuro,District_Onnado,District_Oshikiri,District_Rokunose,District_Sasaoka,District_Sentoji,District_Shimaze,District_Shimoichibu,District_Shogamiya,District_Sogo,District_Suibara,District_Takada,District_Tenjindo,District_Tojocho,District_Ubagahashi,District_Wakabacho,District_Yamaguchicho,District_Yasuda,Nearest_Station_Kamiyama,Nearest_Station_Kyogase,Nearest_Station_None,Nearest_Station_Sakihana,Nearest_Station_Saruwada,Nearest_Station_Suibara,Nearest_Station_Tsubame,Nearest_Station_Tsukioka (Niigata),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
