,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shizuoka Prefecture,"Municipality_Naka Ward,Hamamatsu City",District_Aioicho,District_Aoihigashi,District_Aoinishi,District_Asadacho,District_Asahicho,District_Azukimochi,District_Chuo,District_Daikumachi,District_Ebitsuka,District_Funakoshicho,District_Hachimancho,District_Higashiiba,District_Hikuma,District_Hikumacho,District_Hirosawa,District_Ikemachi,District_Itayamachi,District_Izumi,District_Jikkencho,District_Johoku,District_Kajimachi,District_Kamiasada,District_Kamidamachi,District_Kamijima,District_Kamoe,District_Kasugacho,District_Kidocho,District_Kitaterajimacho,District_Koyamachi,District_Matsushirocho,District_Mikumicho,District_Minamiasada,District_Motohamacho,District_Motoshirocho,District_Motouocho,District_Mukojuku,District_Nakajima,District_Nakazawacho,District_Narukocho,District_Nasubicho,District_Nishiasada,District_Nishiibacho,District_Noguchicho,District_Nunohashi,District_Renjakucho,District_Ryoke,District_Ryuzenjicho,District_Saiwai,District_Sanarudai,District_Sato,District_Shijimizuka,District_Shinzucho,District_Sodecho,District_Sugawaracho,District_Sukenobucho,District_Sumiyoshi,District_Sunayamacho,District_Takabayashi,District_Takamachi,District_Takaokahigashi,District_Takaokakita,District_Takaokanishi,District_Tamachi,District_Terajimacho,District_Togimachi,District_Tokiwacho,District_Tomitsukacho,District_Uriuchicho,District_Wagocho,District_Wagokita,District_Wajiyama,District_Yamashitacho,District_Yamatecho,Nearest_Station_Enshubyoin,Nearest_Station_Hachiman (Shizuoka),Nearest_Station_Hamamatsu,Nearest_Station_Hikuma,Nearest_Station_Kamijima,Nearest_Station_Misonochuokoen,Nearest_Station_Sukenobu,Nearest_Station_Tenryugawa,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
