,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tochigi Prefecture,"Municipality_Mibu Town,Shimotsuga County",District_Akebonocho,District_Chuocho,District_Daishicho,District_Ekihigashicho,District_Hommaru,District_Izumicho,District_Kotobukicho,District_Midoricho,District_Motomachi,District_Oaza Fujii,District_Oaza Fukuwata,District_Oaza Kamida,District_Oaza Kitakobayashi,District_Oaza Kuniya,District_Oaza Mibuko,District_Oaza Mibuotsu,District_Oaza Mibute,District_Oaza Nakaizumi,District_Oaza Sukegai,District_Oaza Yasuzuka,District_Ochiai,District_Omochanomachi,District_Omotemachi,District_Saiwaicho,District_Shiho,District_Toorimachi,District_Wakakusacho,Nearest_Station_Kuniya,Nearest_Station_Mibu,Nearest_Station_Omochanomachi,Nearest_Station_Yasuzuka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
