,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Sakado City,District_Asabano,District_Ashiyamacho,District_Chiyoda,District_Hanakagecho,District_Hinodecho,District_Honcho,District_Izumicho,District_Izunoyamacho,District_Kamakuracho,District_Keyakidai,District_Midoricho,District_Minamicho,District_Mizohatacho,District_Motocho,District_Nakacho,District_Nakatomicho,District_Nishisakado,District_Nissaihanamizuki,District_Oaza Akao,District_Oaza Aoki,District_Oaza Asaba,District_Oaza Atsugawa,District_Oaza Higashiwada,District_Oaza Horigome,District_Oaza Ishii,District_Oaza Joganji,District_Oaza Kamiyoshida,District_Oaza Katayanagi,District_Oaza Katayanagishinden,District_Oaza Kayagata,District_Oaza Kitaasaba,District_Oaza Kitamine,District_Oaza Kitaotsuka,District_Oaza Konuma,District_Oaza Koya,District_Oaza Koyama,District_Oaza Morido,District_Oaza Nakaosaka,District_Oaza Nakazato,District_Oaza Niihori,District_Oaza Sakado,District_Oaza Sakae,District_Oaza Shimada,District_Oaza Takenouchi,District_Oaza Tawame,District_Oaza Tomiya,District_Oaza Tsukagoshi,District_Oaza Yokonuma,District_Oaza Zennoji,District_Sankocho,District_Sekima,District_Shimizucho,District_Suehirocho,District_Tsurumai,District_Yahata,District_Yakushicho,District_Yamatacho,District_Yanagicho,Nearest_Station_Bushunagase,Nearest_Station_Ipponmatsu (Saitama),Nearest_Station_Kasumigaseki (Saitama),Nearest_Station_Kawagoeshi,Nearest_Station_Kawakado,Nearest_Station_Kitasakado,Nearest_Station_Nishioya,Nearest_Station_Sakado (Saitama),Nearest_Station_Tsurugashima,Nearest_Station_Wakaba,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
