,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Oita Prefecture,Municipality_Hita City,District_Chuo,District_Fukiagemachi,District_Higashimachi,District_Hommachi,District_Kamijonaimachi,District_Kizammachi,District_Kuma,District_Mamedamachi,District_Marunouchimachi,District_Maruyama,District_Minamimotomachi,District_Minatomachi,District_Miyoshikobuchimachi,District_Motomachi,District_Nakahommachi,District_Nakajomachi,District_Oaza Arita,District_Oaza Hidaka,District_Oaza Ishii,District_Oaza Junicho,District_Oaza Kagetsu,District_Oaza Kitamameda,District_Oaza Minamimameda,District_Oaza Miwa,District_Oaza Nishiarita,District_Oaza Oyama,District_Oaza Ozako,District_Oaza Shode,District_Oaza Takase,District_Oaza Takeda,District_Oaza Tashima,District_Oaza Tomoda,District_Oaza Uchigano,District_Oaza Ueno,District_Oaza Watari,District_Sambommatsu,District_Sambommatsushimmachi,District_Shimoidemachi,District_Shiromachi,District_Takedashimmachi,District_Tanso,District_Tashima,District_Tashimahommachi,District_Wakamiyamachi,Nearest_Station_Bungomiyoshi,Nearest_Station_Hita,Nearest_Station_Teruoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
