,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,Municipality_Izumiotsu City,District_Abiko,District_Anada,District_Asahicho,District_Ayai,District_Chiharacho,District_Ebisucho,District_Futsutacho,District_Gejocho,District_Higashiminatocho,District_Higashisukematsucho,District_Higashitoyonakacho,District_Hommachi,District_Ikeura,District_Ikeuracho,District_Ikezonocho,District_Itaharacho,District_Jonancho,District_Kasugacho,District_Kawaharacho,District_Kitatoyonakacho,District_Komatsucho,District_Kotobukicho,District_Kusunokichohigashi,District_Kusunokichonishi,District_Matsunohamacho,District_Miyacho,District_Moricho,District_Mushitoricho,District_Nishiminatocho,District_Oichiharacho,District_Shikinaicho,District_Shimizucho,District_Shimmeicho,District_Shinonomecho,District_Shiomicho,District_Shitanocho,District_Showacho,District_Sonecho,District_Suehirocho,District_Sugaharacho,District_Sukematsucho,District_Takatsucho,District_Tanakacho,District_Toyonaka,District_Toyonakacho,District_Uda,District_Uenocho,District_Wakamiyacho,Nearest_Station_Hagoromo,Nearest_Station_Izumifuchu,Nearest_Station_Izumiotsu,Nearest_Station_Kitanoshida,Nearest_Station_Kitasukematsu,Nearest_Station_Matsunohama,Nearest_Station_Shinodayama,Nearest_Station_Tadaoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
