,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Iizuka City,District_Ae,District_Aida,District_Akasaka,District_Akimatsu,District_Arii,District_Ariyasu,District_Bembun,District_Chikuhomotoyoshi,District_Daibu,District_Dainichiji,District_Edakuni,District_Hanase,District_Higashitokuzen,District_Hiratsuka,District_Hiratsune,District_Hommachi,District_Horiike,District_Igisu,District_Iizuka,District_Ikawa,District_Kamimio,District_Katashima,District_Kawashima,District_Kawazu,District_Kayanomori,District_Kengeiji,District_Kitakoga,District_Kobukuro,District_Komoda,District_Komodahigashi,District_Komodanishi,District_Kuboshiro,District_Kuchinohara,District_Minamio,District_Miyamachi,District_Mukumoto,District_Myojoji,District_Nagao,District_Naka,District_Namazuta,District_Niho,District_Nishimachi,District_Nishitokuzen,District_Obasa,District_Okado,District_Rakuichi,District_Rendaiji,District_Sayo,District_Seita,District_Shakanoo,District_Shimomio,District_Shin-iizuka,District_Shonaimotoyoshi,District_Shoshi,District_Tada,District_Tadakuma,District_Takata,District_Taromaru,District_Tateiwa,District_Tento,District_Tokuzen,District_Tsubaki,District_Tsuhara,District_Tsunawaki,District_Tsurumio,District_Tsushima,District_Uchino,District_Uruno,District_Wakana,District_Yakiyama,District_Yasutsune,District_Yokota,District_Yoshiharamachi,District_Yoshikita,Nearest_Station_Chikuzen-uchino,Nearest_Station_Chikuzendaibu,Nearest_Station_Chikuzenshonai,Nearest_Station_Haruda (Fukuoka),Nearest_Station_Iizuka,Nearest_Station_Kamihonami,Nearest_Station_Kamimio,Nearest_Station_Keisen (Fukuoka),Nearest_Station_Kidonanzoinmae,Nearest_Station_Kotake,Nearest_Station_Namazuta,Nearest_Station_Shimokamoo,Nearest_Station_Shin-iizuka,Nearest_Station_Tento,Nearest_Station_Urata (Fukuoka),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
