,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Sanda City,District_Aimoto,District_Aioicho,District_Akashiadai,District_Chuocho,District_Eitakuji,District_Ekimaecho,District_Fujigaoka,District_Gakuen,District_Hakkeicho,District_Hasamagaoka,District_Hazukawa,District_Higashihonjo,District_Hirosawa,District_Hora,District_Inokusa,District_Kamiaino,District_Kamiaono,District_Kamiisawa,District_Kamiuchigami,District_Kamo,District_Kashita,District_Kawayoke,District_Keyakidai,District_Kogaki,District_Kozuki,District_Kuwabara,District_Minamigaoka,District_Miwa,District_Miyawaki,District_Mizoguchi,District_Moshi,District_Mukogaoka,District_Nagasaka,District_Nakamachi,District_Ninji,District_Nishiaino,District_Nishiyama,District_Ochibara,District_Ohara,District_Okawase,District_Ono,District_Sakurazaka,District_Sandacho,District_Sawadani,District_Shidehara,District_Shimoaono,District_Shimofukata,District_Shimoisawa,District_Shimotanaka,District_Shimouchigami,District_Shimozukise,District_Sue,District_Suzuka,District_Suzukakedai,District_Tainakacho,District_Takasugi,District_Tenjin,District_Tomogaoka,District_Tsutsujigaokakita,District_Tsutsujigaokaminami,District_Yamata,District_Yashikimachi,District_Yayoigaoka,District_Yokoyamacho,District_Yotsutsuji,District_Yurinokidai,Nearest_Station_Aimoto,Nearest_Station_Aino,Nearest_Station_Flower Town,Nearest_Station_Hirono (Hyogo),Nearest_Station_Kaibara (Hyogo),Nearest_Station_Kusano (Hyogo),Nearest_Station_Minami Woody Town,Nearest_Station_Minamiyashiro,Nearest_Station_Sanda (Hyogo),Nearest_Station_Sandahonmachi,Nearest_Station_Shinsanda,Nearest_Station_Takedao,Nearest_Station_Woody Town Chuo,Nearest_Station_Yokoyama (Hyogo),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
