,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Tamba Sasayama City,District_Agake,District_Ajimakita,District_Ajimaminami,District_Ajimaoku,District_Ajimashin,District_Fujiokaoku,District_Fukishin,District_Furuichi,District_Gofukumachi,District_Gunge,District_Hatsuda,District_Higashibuki,District_Higashikinobe,District_Higashiokaya,District_Higashishimmachi,District_Hiuchiwan,District_Ichiyama,District_Ikegami,District_Inuishimmachi,District_Kawagita,District_Kitashimmachi,District_Kochidai,District_Komakura,District_Kondachokamionobara,District_Kondachokamitachikui,District_Kondachokonda,District_Kondachokondashinden,District_Kondachokotsu,District_Kondachokuroishi,District_Kondachosasorashinden,District_Kondachoshimoonobara,District_Kondachoyasumba,District_Kuroda,District_Kurooka,District_Mananjoshimo,District_Minamishimmachi,District_Minamiyashiro,District_Nakano,District_Nishibuki,District_Nishidani,District_Nishikosa,District_Nishimachi,District_Nishinono,District_Nishiokaya,District_Nishishimmachi,District_Nishiyakami,District_Noma,District_Nonaka,District_Okuhata,District_Ozawa,District_Ozawashin,District_Sawada,District_Shibutani,District_Shitsukawakami,District_Shitsukawashinden,District_Sojinaka,District_Sugi,District_Sumiyoshidai,District_Terauchi,District_Tsuji,District_Udo,District_Uoyamachi,District_Yamauchicho,Nearest_Station_Aimoto,Nearest_Station_Aino,Nearest_Station_Furuichi (Hyogo),Nearest_Station_Kusano (Hyogo),Nearest_Station_Minamiyashiro,Nearest_Station_None,Nearest_Station_Sasayamaguchi,Nearest_Station_Tanbaoyama,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
