,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,"Municipality_Minamiaso Village,Aso County",District_Oaza Ryohei,District_Oaza Yoshida,Nearest_Station_Miharashidai,Nearest_Station_Nakamatsu,City Planning_Outside City Planning Area,Transactional factors_Dealings including private road,Transactional factors_None,Region_Residential Area,Frontage_Road_Direction_North,Frontage_Road_Direction_Southwest
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
