,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gunma Prefecture,Municipality_Numata City,District_Bakuromachi,District_Boshindemmachi,District_Harunamachi,District_Higashiharashimmachi,District_Higashikurauchimachi,District_Idonouemachi,District_Kajimachi,District_Kamiharamachi,District_Kamikuyamachi,District_Kuyaharamachi,District_Machidamachi,District_Nishiharashimmachi,District_Nishikurauchimachi,District_Numasumachi,District_Okayamachi,District_Ondamachi,District_Sakaemachi,District_Sakuramachi,District_Shimizucho,District_Shimmachi,District_Shimokuyamachi,District_Shimonumatamachi,District_Shiraiwamachi,District_Takahashibamachi,District_Toganomachi,District_Tokamimachi,District_Usoimachi,District_Usunemachi,District_Yanagimachi,District_Yokozukamachi,District_Zaimokucho,District_Zenkeijimachi,Nearest_Station_Numata,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
