,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Niigata Prefecture,"Municipality_Nishi Ward,Niigata City",District_Aoyama,District_Aoyamashimmachi,District_Ariakecho,District_Daigakuminami,District_Heijima,District_Higashiaoyama,District_Kobari,District_Kobaridai,District_Kobarigaoka,District_Kobarikamiyama,District_Kobariminamidai,District_Nishiariakecho,District_Sakaisunayama,District_Teraoasahidoori,District_Teraokami,District_Urayama,Nearest_Station_Aoyama (Niigata),Nearest_Station_Kobari,Nearest_Station_Niigata,Nearest_Station_Niigatadaigakumae,Nearest_Station_None,Nearest_Station_Terao,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
