,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagasaki Prefecture,"Municipality_Saza Town,Kitamatsuura County",District_Furukawamen,District_Hasuwamen,District_Hiranomen,District_Hontabarumen,District_Ichibamen,District_Ishikobamen,District_Kaizemen,District_Kouramen,District_Kuchiishimen,District_Kuribayashimen,District_Matsusemen,District_Noyorimen,Nearest_Station_Emukaeshikamachi,Nearest_Station_Koda (Nagasaki),Nearest_Station_Koura,Nearest_Station_Saza,Nearest_Station_Seihokokomae,Nearest_Station_Tanagata,City Planning_Non-divided City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
