,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Toyama Prefecture,Municipality_Nanto City,District_Ajitsu,District_Amaike,District_Araki,District_Asobu,District_Chogenji,District_Fukumitsu,District_Fukuno,District_Futsukamachi,District_Hachiman,District_Hiroyasu,District_Hommachi,District_Hongo,District_Horinji,District_Hosoki,District_Imbayashi,District_Inami,District_Iwatakeshin,District_Izemi,District_Izumi,District_Johana,District_Kawanishi,District_Kawayokeshin,District_Kitagawa,District_Kitano,District_Koreyasu,District_Kozaka,District_Matsubara,District_Matsubarashin,District_Matsunoki,District_Noda,District_Nojima,District_Nojiri,District_Okubo,District_Rikyu,District_Saikawashichi,District_Sakamoto,District_Shibataya,District_Shimoyoshie,District_Shiteichi,District_Tajiri,District_Takamiya,District_Takase,District_Takebayashi,District_Tatenoharahigashi,District_Tenjin,District_Tsubono,District_Umeno,District_Yakata,District_Yamami,District_Yamamoto,District_Yamashita,District_Yasui,District_Yasukiyo,District_Yatsuzuka,District_Yoshienaka,Nearest_Station_Etchuyamada,Nearest_Station_Fukumitsu,Nearest_Station_Fukuno (Toyama),Nearest_Station_Higashiishiguro,Nearest_Station_Johana,Nearest_Station_Takagi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-residential Zone,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
