,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,"Municipality_Suma Ward,Kobe City",District_Aobacho,District_Chimoricho,District_Chitosecho,District_Daikokucho,District_Doshodai,District_Ebisucho,District_Eirakucho,District_Furukawacho,District_Higashimachi,District_Higashiochiai,District_Hiratacho,District_Ichinotanicho,District_Inabacho,District_Isonarecho,District_Itayadocho,District_Jimbucho,District_Kamihosozawacho,District_Kaminotani,District_Kinugakecho,District_Kitamachi,District_Kitaochiai,District_Kuruma,District_Maeikecho,District_Matsukazecho,District_Minamimachi,District_Minamiochiai,District_Miyukicho,District_Murasamecho,District_Myohoji,District_Nakaochiai,District_Nishiochiai,District_Oikecho,District_Otacho,District_Otecho,District_Rikyumaemachi,District_Ryugadai,District_Sakuragicho,District_Sakuranomori,District_Sekimoricho,District_Shimizudai,District_Shiomidaicho,District_Shirakawa,District_Shirakawadai,District_Sotohamacho,District_Suganodai,District_Sumaderacho,District_Sumahommachi,District_Sumauradoori,District_Tainohata,District_Tainohatahigashimachi,District_Tainohataminamimachi,District_Takakuracho,District_Takakuradai,District_Tenjincho,District_Teradacho,District_Tobimatsucho,District_Tokiwacho,District_Tomasacho,District_Tomogaoka,District_Tsukimiyamacho,District_Tsukimiyamahommachi,District_Wakagicho,District_Wakakusacho,District_Wakamiyacho,District_Yokoo,District_Zenshojicho,Nearest_Station_Gakuentoshi,Nearest_Station_Higashisuma,Nearest_Station_Itayado,Nearest_Station_Myodani,Nearest_Station_Myohoji (Hyogo),Nearest_Station_San-yosuma,Nearest_Station_Sogoundokoen,Nearest_Station_Suma,Nearest_Station_Sumadera,Nearest_Station_Sumakaihinkoen,Nearest_Station_Sumaurakoen,Nearest_Station_Takatori,Nearest_Station_Tsukimiyama,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
