,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kyoto Prefecture,Municipality_Kyotanabe City,District_Kawarakamiya,District_Kawarakitaguchi,District_Kusauchiatenoki,District_Kusauchihanshowari,District_Kusauchizenjoji,District_Miyamakichuo,District_Osumionnadani,District_Yamatehigashi,District_Yamateminami,District_Yamatenishi,Nearest_Station_Kyotanabe,Nearest_Station_Matsuiyamate,Nearest_Station_Miyamaki,Nearest_Station_Osumi,Nearest_Station_Shintanabe,Layout_1K,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
