,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shimane Prefecture,Municipality_Hamada City,District_Aioicho,District_Asahimachi,District_Asaicho,District_Attacho,District_Biwamachi,District_Chiwacho,District_Ebisucho,District_Haracho,District_Haraicho,District_Hinashicho,District_Honodecho,District_Kamikocho,District_Kasagaracho,District_Kataniwacho,District_Kochicho,District_Kokubucho,District_Kon-yamachi,District_Kurokawacho,District_Kushirocho,District_Kyomachi,District_Matsubaracho,District_Minatomachi,District_Misumichofuruichiba,District_Misumichominatoura,District_Misumichomisumi,District_Misumichomukainota,District_Misumichookami,District_Misumichosaigochi,District_Motohamacho,District_Nagahamacho,District_Nagasawacho,District_Naimuracho,District_Nishikimachi,District_Nishimuracho,District_Nobaracho,District_Otsujicho,District_Setogashimacho,District_Shimizucho,District_Shimmachi,District_Shimokocho,District_Shinkocho,District_Sufucho,District_Sugidocho,District_Takatacho,District_Takezakocho,District_Tamachi,District_Temmacho,District_Tonomachi,District_Tonouracho,District_Ubuyucho,District_Uchidacho,District_Ushiichicho,Nearest_Station_Hamada,Nearest_Station_Kushiro,Nearest_Station_Mihomisumi,Nearest_Station_Nishihamada,Nearest_Station_Okami,Nearest_Station_Shimoko,Nearest_Station_Sufu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings including valueless house,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
