,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Kitanagoya City,District_Futago,District_Hojoji,District_Isegi,District_Ishibashi,District_Kajigaishiki,District_Kajigaishikihigashi,District_Kajigaishikinishi,District_Kashimashinden,District_Kataba,District_Kitano,District_Kujino,District_Kumanosho,District_Kunotsubo,District_Mirokujihigashi,District_Mirokujinishi,District_Mutsushi,District_Nakanogo,District_Nishinoho,District_Noda,District_Nozaki,District_Okimura,District_Shikata,District_Takadaji,District_Tokushige,District_Ubukuji,District_Yakushiji,District_Yamanokoshi,Nearest_Station_Inazawa,Nearest_Station_Jinryo,Nearest_Station_Kamiotai,Nearest_Station_Nishiharu,Nearest_Station_Sako,Nearest_Station_Taisanji,Nearest_Station_Tokushige/Nagoyageidai,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
