,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamagata Prefecture,Municipality_Tendo City,District_Ekinishi,District_Higashihaga,District_Higashihoncho,District_Higashikunomoto,District_Higashinagaoka,District_Hitoichimachi,District_Itsukamachi,District_Izumicho,District_Kamata,District_Kamatahoncho,District_Kashiwagicho,District_Kitakunomoto,District_Kitame,District_Koji,District_Koseki,District_Kunomoto,District_Majirie,District_Midaregawa,District_Mikkamachi,District_Minamimachi,District_Minamiobata,District_Nagaokakita,District_Nakazato,District_Nukazuka,District_Oaza Araya,District_Oaza Haga,District_Oaza Haramachi,District_Oaza Hoshinuno,District_Oaza Kawarago,District_Oaza Kitame,District_Oaza Koseki,District_Oaza Kunomoto,District_Oaza Kurazo,District_Oaza Midaregawa,District_Oaza Nagaoka,District_Oaza Narazawa,District_Oaza Nariyuu,District_Oaza Nukuzu,District_Oaza Oinomori,District_Oaza Oshimizu,District_Oaza Shimooginoto,District_Oaza Shoge,District_Oaza Takadama,District_Oaza Terazu,District_Oaza Tonaishinden,District_Oaza Tsukanome,District_Oaza Yamaguchi,District_Oaza Yamamoto,District_Oaza Yanome,District_Oinomori,District_Tazurucho,District_Tendonaka,Nearest_Station_Midaregawa,Nearest_Station_Takase (Yamagata),Nearest_Station_Takatama,Nearest_Station_Tendo,Nearest_Station_Tendominami,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
