,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,Municipality_Atsugi City,District_Aiko,District_Aikohigashi,District_Aikonishi,District_Aina,District_Asahicho,District_Funako,District_Hase,District_Hayashi,District_Higashicho,District_Iiyama,District_Kamiechi,District_Kamifurusawa,District_Kamiochiai,District_Kamiogino,District_Kaneda,District_Kotobukicho,District_Matsue,District_Matsukagedai,District_Midorigaoka,District_Miharuno,District_Minamicho,District_Miyanosato,District_Mizuhiki,District_Moridai,District_Morinosato,District_Motocho,District_Naganuma,District_Nakacho,District_Nakaechi,District_Nakaogino,District_Nanasawa,District_Nurumizu,District_Nurumizunishi,District_Oigawa,District_Oji,District_Okata,District_Okatsukoku,District_Onna,District_Ono,District_Saiwaicho,District_Sakaecho,District_Sakai,District_Sanda,District_Sandaminami,District_Sekiguchi,District_Shimoechi,District_Shimofurusawa,District_Shimokawairi,District_Shimoogino,District_Shimotsukoku,District_Tamuracho,District_Tanazawa,District_Tobio,District_Toda,District_Tomuro,District_Tsumadahigashi,District_Tsumadakita,District_Tsumadaminami,District_Tsumadanishi,District_Yamagiwa,Nearest_Station_Aikoishida,Nearest_Station_Atsugi,Nearest_Station_Chigasaki,Nearest_Station_Ebina,Nearest_Station_Harataima,Nearest_Station_Hon-atsugi,Nearest_Station_Kadosawabashi,Nearest_Station_None,Nearest_Station_Sobudaishita,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of real estate that includes wound etc.,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
