,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Edogawa Ward,District_Chuo,District_Edogawa,District_Funabori,District_Haruecho,District_Higashikasai,District_Higashikoiwa,District_Higashikomatsugawa,District_Higashimizue,District_Hirai,District_Hon-isshiki,District_Ichinoe,District_Ichinoecho,District_Kamiisshiki,District_Kamishinozaki,District_Kitakasai,District_Kitakoiwa,District_Kitashinozaki,District_Komatsugawa,District_Matsue,District_Matsushima,District_Minamikasai,District_Minamikoiwa,District_Minamishinozakimachi,District_Mizue,District_Nakakasai,District_Niihori,District_Nishiichinoe,District_Nishikasai,District_Nishikoiwa,District_Nishikomatsugawamachi,District_Nishimizue,District_Osugi,District_Rinkaicho,District_Seishincho,District_Shimoshinozakimachi,District_Shinozakimachi,District_Shishibone,District_Ukitacho,District_Yagochi,Nearest_Station_Edogawa,Nearest_Station_Funabori,Nearest_Station_Higashiojima,Nearest_Station_Hirai (Tokyo),Nearest_Station_Ichinoe,Nearest_Station_Kasai,Nearest_Station_Kasairinkaikoen,Nearest_Station_Keiseikoiwa,Nearest_Station_Koiwa,Nearest_Station_Kosuge,Nearest_Station_Maihama,Nearest_Station_Mizue,Nearest_Station_Nishikasai,Nearest_Station_Shinkoiwa,Nearest_Station_Shinozaki,Nearest_Station_Shinshibamata,Layout_1DK,Layout_1K,Layout_1L+S,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LD+S,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_6LDK,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
