,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Okaya City,District_(No Address),District_Akahane,District_Chuocho,District_Ginza,District_Goda,District_Higashiginza,District_Honcho,District_Horinouchi,District_Kamocho,District_Kawagishihigashi,District_Kawagishikami,District_Kawagishinaka,District_Kawagishinishi,District_Kohan,District_Minato,District_Nanguu,District_Narutacho,District_Osachigongencho,District_Osachigosho,District_Osachiizuhaya,District_Osachikatamacho,District_Osachikohagi,District_Osachiminamoto,District_Osachinashikubo,District_Osachishibamiya,District_Osachishizume,District_Shimmeicho,District_Tanakacho,District_Tenryucho,District_Tsukamacho,District_Yamashitacho,District_Yamatecho,Nearest_Station_Kamisuwa,Nearest_Station_Kawagishi,Nearest_Station_Okaya,Nearest_Station_Shimosuwa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
