,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,"Municipality_Higashi Ward,Hamamatsu City",District_Ammacho,District_Anshincho,District_Aritamadai,District_Aritamakitamachi,District_Aritamaminamimachi,District_Aritamanishimachi,District_Barajimacho,District_Handacho,District_Handayama,District_Ichinocho,District_Jokocho,District_Kamiarayacho,District_Kamiishidacho,District_Kaminishicho,District_Kasaicho,District_Kasaikamimachi,District_Kasaishindencho,District_Kitajimacho,District_Kodachicho,District_Koikecho,District_Koyasucho,District_Kuniyoshicho,District_Maruzukacho,District_Matsukoikecho,District_Miyatakecho,District_Nakadacho,District_Nakagooricho,District_Nakanomachi,District_Nakasatocho,District_Nishigasakicho,District_Nishizukacho,District_Okabacho,District_Osecho,District_Oshimacho,District_Ryukocho,District_Sasagasecho,District_Sekishicho,District_Shimoishidacho,District_Shirotoricho,District_Shogencho,District_Tennocho,District_Tenryugawacho,District_Toyonishicho,District_Tsunetakecho,District_Uematsucho,District_Wadacho,District_Yakushicho,District_Yakushincho,District_Yutakacho,District_Zaimokucho,Nearest_Station_Enshukomatsu,Nearest_Station_Enshunishigasaki,Nearest_Station_Hamamatsu,Nearest_Station_Jidoshagakkomae,Nearest_Station_Kamijima,Nearest_Station_Saginomiya,Nearest_Station_Sekishi,Nearest_Station_Tenryugawa,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
