,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,Municipality_Muroran City,District_Bokoikitamachi,District_Bokoiminamimachi,District_Chiribetsucho,District_Etomocho,District_Funamicho,District_Gozensuicho,District_Hakuchodai,District_Hatchodaira,District_Higashimachi,District_Hinodecho,District_Honcho,District_Horomoecho,District_Ishikawacho,District_Jin-yamachi,District_Kaigancho,District_Kamishirocho,District_Kashiwagicho,District_Kohokucho,District_Konancho,District_Kotobukicho,District_Makunishicho,District_Masuichicho,District_Midorimachi,District_Misakicho,District_Miyanomoricho,District_Miyukicho,District_Mizumotocho,District_Motowanishicho,District_Nakajimacho,District_Nakajimahoncho,District_Nishikojicho,District_Ohashinaicho,District_Osawacho,District_Saiwaicho,District_Sakaecho,District_Sakimoricho,District_Sawacho,District_Shimizucho,District_Shintomicho,District_Shukuzucho,District_Takahiracho,District_Takasagocho,District_Tenjincho,District_Tokiwacho,District_Tsukijicho,District_Wanishicho,District_Yamatecho,Nearest_Station_Bokoi,Nearest_Station_Higashimuroran,Nearest_Station_Misaki,Nearest_Station_Motowanishi,Nearest_Station_Muroran,Nearest_Station_None,Nearest_Station_Sakimori,Nearest_Station_Wanishi,Nearest_Station_Washibetsu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
