,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagoshima Prefecture,Municipality_Kanoya City,District_Airachofumoto,District_Airachokamimyo,District_Airachoshimomyo,District_Asahibarucho,District_Fudamoto,District_Funamacho,District_Furuecho,District_Gonoharacho,District_Hamadacho,District_Hanaokacho,District_Haraigawacho,District_Higashibarucho,District_Iikumacho,District_Ikezonocho,District_Imasakacho,District_Kaidocho,District_Kamidanicho,District_Kamiharaigawacho,District_Kasanoharacho,District_Kawahigashicho,District_Kawanishicho,District_Kitadacho,District_Kosenjocho,District_Kotobuki,District_Kushirachoarisato,District_Kushirachohosoyamada,District_Kushirachokamiobaru,District_Kushirachookasaki,District_Kushirachoshimoobaru,District_Kyoeicho,District_Minamicho,District_Mukaecho,District_Nishihara,District_Nishiharaigawacho,District_Nozatocho,District_Oairacho,District_Ojicho,District_Ouracho,District_Shimoharaigawacho,District_Shimohoricho,District_Shin-eicho,District_Shinkawacho,District_Shinseicho,District_Shirasakicho,District_Shiromizucho,District_Tabuchicho,District_Takasucho,District_Tasakicho,District_Tenjincho,District_Uenocho,District_Utsuma,District_Yokoyamacho,Nearest_Station_None,Nearest_Station_Osuminatsui,Nearest_Station_Shibushi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
