,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagoshima Prefecture,Municipality_Kirishima City,District_Fukuyamachofukuyama,District_Fukuyamachofukuzawa,District_Fukuyamachokareigawa,District_Hayatochoasahi,District_Hayatochohimegi,District_Hayatochojinguu,District_Hayatochokareigawa,District_Hayatochomatsunaga,District_Hayatochomitsugi,District_Hayatochonokumida,District_Hayatochoobama,District_Hayatochooda,District_Hayatochosaikoji,District_Hayatochoshinko,District_Hayatochosumiyoshi,District_Hayatochotogo,District_Hayatochouchi,District_Hayatochouchiyamada,District_Kirishimataguchi,District_Kokubuchuo,District_Kokubudaimyoji,District_Kokubufuchu,District_Kokubufuchucho,District_Kokubufukushima,District_Kokubuhimegi,District_Kokubuhimegiminami,District_Kokubuhirose,District_Kokubukamikogawa,District_Kokubukawahara,District_Kokubukawauchi,District_Kokubukennoutocho,District_Kokubukiyomizu,District_Kokubukoorida,District_Kokubumatsukicho,District_Kokubumatsukihigashi,District_Kokubuminato,District_Kokubumuke,District_Kokubumukecho,District_Kokubunabacho,District_Kokubunoguchi,District_Kokubunoguchicho,District_Kokubunoguchikita,District_Kokubunoguchinishi,District_Kokubushigehisa,District_Kokubushikine,District_Kokubushimmachi,District_Kokubushiroyamacho,District_Kokubushitai,District_Kokubuuenodan,District_Kokubuuwai,District_Kokubuyamashitacho,District_Makizonochokaminakatsugawa,District_Makizonochosantaido,District_Makizonochoshimonakatsugawa,District_Makizonochoshukukubota,District_Makizonochotakachiho,District_Mizobechoarikawa,District_Mizobechofumoto,District_Mizobechosakimori,District_Yokogawachokamino,District_Yokogawachonakano,Nearest_Station_Hayato,Nearest_Station_Hinatayama,Nearest_Station_Hyokiyama,Nearest_Station_Kajiki,Nearest_Station_Kareigawa,Nearest_Station_Kirishimajingu,Nearest_Station_Kirishimaonsen,Nearest_Station_Kokubu (Kagoshima),Nearest_Station_Korimoto (JR),Nearest_Station_Nakafukura,Nearest_Station_None,Nearest_Station_Osumiyokogawa,Nearest_Station_Uemura,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
