,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Okayama Prefecture,Municipality_Soja City,District_Chuo,District_Ekimae,District_Ekinan,District_Fukui,District_Hada,District_Higashiazo,District_Hiwa,District_Ide,District_Ijirino,District_Izumi,District_Jitokatayama,District_Kambara,District_Kambayashi,District_Kanaido,District_Kitamizote,District_Kiyonekakinoki,District_Kiyonekaminakashima,District_Kiyonekarube,District_Kiyonemiyori,District_Kodera,District_Kuboki,District_Kume,District_Kushiro,District_Makabe,District_Makidani,District_Minamimizote,District_Misu,District_Miwa,District_Mizokuchi,District_Monde,District_Nagara,District_Nakabara,District_Nishiazo,District_Nishigoori,District_Nishizakadai,District_Shimbon,District_Shimobara,District_Shimobayashi,District_Shisawa,District_Shuku,District_Soja,District_Tombara,Nearest_Station_Ashimori,Nearest_Station_Gokei,Nearest_Station_Hattori,Nearest_Station_Higashisoja,Nearest_Station_Hiwa,Nearest_Station_Kiyone,Nearest_Station_Kurashiki,Nearest_Station_Nakasho,Nearest_Station_Soja,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
