,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,Municipality_Izumisano City,District_Aoicho,District_Asahicho,District_Hagurazaki,District_Hagurazakiuemachi,District_Higashihagurazakicho,District_Higashisanodai,District_Hineno,District_Hommachi,District_Ichibahigashi,District_Ichibaminami,District_Ichibanishi,District_Izumigaoka,District_Kamikawaraya,District_Kaminogo,District_Kasamatsu,District_Kasugacho,District_Matsubara,District_Minamiizumigaoka,District_Minaminakakashii,District_Minaminakaokamoto,District_Minaminakayasumatsu,District_Minato,District_Motomachi,District_Nagataki,District_Nakamachi,District_Nakasho,District_Nishihommachi,District_Nodecho,District_Omiyacho,District_Onishi,District_Sakaemachi,District_Sanodai,District_Shimmachi,District_Shimokawaraya,District_Shin-yasumatsu,District_Shofuudai,District_Takamatsuhigashi,District_Takamatsukita,District_Takamatsuminami,District_Takamatsunishi,District_Tawaraya,District_Tsuchimaru,District_Tsuruhara,District_Uemachi,District_Wakamiyacho,Nearest_Station_Hagurazaki,Nearest_Station_Higashisano,Nearest_Station_Hineno,Nearest_Station_Iharanosato,Nearest_Station_Izumisano,Nearest_Station_Kumatori,Nearest_Station_Nagataki,Nearest_Station_Okadaura,Nearest_Station_Rinku Town,Nearest_Station_Shinge,Nearest_Station_Tsuruhara,Nearest_Station_Yoshiminosato,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings in which auction or arbiter participates",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
