,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Shinshiro City,District_Asaya,District_Aza Fudagi,District_Aza Hachiman,District_Aza Hashimuko,District_Aza Higashiokino,District_Aza Ishinago,District_Aza Machinami,District_Aza Matoba,District_Aza Minamibata,District_Aza Nihommatsu,District_Aza Nishiirifune,District_Aza Nishishimmachi,District_Aza Okuimichi,District_Aza Urano,District_Aza Yashiki,District_Hirai,District_Hitokuwada,District_Hiyoshi,District_Ichibadai,District_Inagi,District_Ishida,District_Johoku,District_Kamihirai,District_Kawada,District_Kawaji,District_Kuroda,District_Midorigaoka,District_Nagashino,District_Niwano,District_Noda,District_Omi,District_Sugiyama,District_Suzawa,District_Takehiro,District_Tokusada,District_Tominaga,District_Tomioka,District_Tomizawa,District_Toyooka,District_Toyosaka,District_Toyoshima,District_Ushigura,District_Yabe,Nearest_Station_Chausuyama,Nearest_Station_Higashishinmachi,Nearest_Station_Honnagashino,Nearest_Station_Mikawaono,Nearest_Station_Mikawatogo,Nearest_Station_Nagashinojo,Nearest_Station_Nodajo,Nearest_Station_Omi,Nearest_Station_Shinshiro,Nearest_Station_Tojo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Outside City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
