,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hiroshima Prefecture,"Municipality_Naka Ward,Hiroshima City",District_Dohashicho,District_Ebahigashi,District_Ebahommachi,District_Ebaminami,District_Ebasakaemachi,District_Enomachi,District_Fujimicho,District_Funairihommachi,District_Funairimachi,District_Funairiminami,District_Funairinakamachi,District_Funairisaiwaicho,District_Hagoromocho,District_Hakushimakukencho,District_Hashimotocho,District_Hatchobori,District_Higashihakushimacho,District_Higashihiratsukacho,District_Higashisendamachi,District_Hiranomachi,District_Hirosekitamachi,District_Honkawacho,District_Kakomachi,District_Kamihatchobori,District_Kaminoboricho,District_Kawaramachi,District_Koamicho,District_Kokutaijimachi,District_Komachi,District_Konan,District_Minamisendahigashimachi,District_Minamisendanishimachi,District_Minamitakeyacho,District_Motomachi,District_Nakamachi,District_Nekoyacho,District_Nishihiratsukacho,District_Nishikawaguchicho,District_Nishitookaichimachi,District_Noboricho,District_Otemachi,District_Sakaimachi,District_Sendamachi,District_Showamachi,District_Sumiyoshicho,District_Takaramachi,District_Takeyacho,District_Teppocho,District_Teramachi,District_Tookaichimachi,District_Tsurumicho,District_Yoshijimacho,District_Yoshijimahigashi,District_Yoshijimanishi,Nearest_Station_Chudenmae,Nearest_Station_Hiroshima,Nearest_Station_Honkawacho,Nearest_Station_Johoku,Nearest_Station_Kamiyachohigashi,Nearest_Station_Miyukibashi,Nearest_Station_Shin-hakushima (JR),Nearest_Station_Yokogawa (Hiroshima),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
