,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Saiwai Ward,Kawasaki City",District_Endomachi,District_Furuichiba,District_Furukawacho,District_Higashifuruichiba,District_Higashiogura,District_Kashimada,District_Kitakase,District_Komukaicho,District_Komukainakanocho,District_Komukainishimachi,District_Kon-yamachi,District_Minamikase,District_Minamisaiwaicho,District_Miyakocho,District_Nakasaiwaicho,District_Ogura,District_Omiyacho,District_Saiwaicho,District_Shimmeicho,District_Shimohirama,District_Tote,District_Totehoncho,District_Tsukagoshi,District_Yagami,District_Yanagicho,Nearest_Station_Hatchonawate,Nearest_Station_Hirama,Nearest_Station_Hiyoshi (Kanagawa),Nearest_Station_Kashimada,Nearest_Station_Kawasaki,Nearest_Station_Keikyukawasaki,Nearest_Station_Motosumiyoshi,Nearest_Station_Musashikosugi,Nearest_Station_Shinkawasaki,Nearest_Station_Shinmaruko,Nearest_Station_Shitte,Nearest_Station_Yaguchinowatashi,Nearest_Station_Yako,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
