,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,"Municipality_Yahiko Village,Nishikanbara County",District_Minemi,District_Miyama,District_Oaza Hashiride,District_Oaza Ida,District_Oaza Kawasaki,District_Oaza Nakayama,District_Oaza Odo,District_Oaza Yahagi,District_Oaza Yahiko,District_Oaza Yamasaki,Nearest_Station_Minamiyoshida,Nearest_Station_None,Nearest_Station_Yahagi,Nearest_Station_Yahiko,Nearest_Station_Yoshida (Niigata),City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Non-divided City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
