,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kyoto Prefecture,"Municipality_Yamashina Ward,Kyoto City",District_Anshunakakojicho,District_Higashinobutaicho,District_Higashinohattambatacho,District_Higashinokatasagaricho,District_Higashinokitsuneyabucho,District_Higashinomonguchicho,District_Higashinomorinocho,District_Hinookaasadacho,District_Kamikazansakuradani,District_Kanshujisetogawaracho,District_Kitakazan-obayashicho,District_Misasagikamigobyonocho,District_Misasagiotanicho,District_Misasagiotsubatacho,District_Misasagitayamacho,District_Nagitsujichuzaikecho,District_Nagitsujihigashitsubushi,District_Nagitsujihigashiuracho,District_Nagitsujikusakaidocho,District_Nagitsujinishitsubushi,District_Nagitsujinishiuracho,District_Nishinoagezawacho,District_Nishinokishinoshitacho,District_Nishinonoirocho,District_Nishinorikyucho,District_Nishinosagichocho,District_Nishinoyosumicho,District_Onokanetsukidencho,District_Ononishiura,District_Otowakusadacho,District_Otowamaedecho,District_Otowamorimawaricho,District_Otowanishibayashi,District_Otowanodacho,District_Otowasantoji,District_Otowayakudecho,District_Otsukadannoura,District_Otsukakitamizocho,District_Oyakefurukaidocho,District_Oyakegokudencho,District_Oyakegoshodencho,District_Oyakesakanotsujicho,District_Oyakewasenouchicho,District_Shinomiyaiwakubocho,District_Shinomiyakandacho,District_Shinomiyasensuicho,District_Takehanadonomaecho,District_Takehanakinomotocho,District_Takehanasaikashicho,District_Takehanatakenokaidocho,District_Takehanatateharacho,Nearest_Station_Higashino (Kyoto),Nearest_Station_Misasagi,Nearest_Station_Nagitsuji,Nearest_Station_Ono (Kyoto),Nearest_Station_Shinomiya,Nearest_Station_Yamashina,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_6LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
