,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shimane Prefecture,Municipality_Masuda City,District_Akagimachi,District_Akebonohommachi,District_Akebononishimachi,District_Ariakecho,District_Ekimaecho,District_Higashimachi,District_Hikimichohikimi,District_Hikimichoshiso,District_Hommachi,District_Kushirocho,District_Miyakecho,District_Mizuwakecho,District_Motomachi,District_Nakanoshimacho,District_Nakayoshidacho,District_Nakazucho,District_Nanaocho,District_Otoyoshicho,District_Saiwaicho,District_Shimohongocho,District_Showacho,District_Somebacho,District_Sukocho,District_Tadacho,District_Takatsu,District_Takatsucho,District_Tokiwacho,District_Yasudomicho,Nearest_Station_Hamada,Nearest_Station_Honmataga,Nearest_Station_Iwamiyokota,Nearest_Station_Masuda,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
