,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Akita Prefecture,Municipality_Yuzawa City,District_(No Address),District_Atagocho,District_Daikumachi,District_Fukabori,District_Fuppari,District_Iwasaki,District_Kamiseki,District_Kitaaramachi,District_Kurauchi,District_Maemori,District_Matsuoka,District_Minamidai,District_Mori,District_Motoshimizu,District_Narisawa,District_Niida,District_Nishiatagocho,District_Nishishimmachi,District_Okadamachi,District_Omachi,District_Omotemachi,District_Sekiguchi,District_Sengokucho,District_Shimizucho,District_Sugisawa,District_Sugisawaaratokoro,District_Tamachi,District_Uramon,District_Wakabamachi,District_Yamada,District_Yanagida,District_Yanagimachi,District_Yunohara,District_Zaimokucho,Nearest_Station_Kamiyuzawa,Nearest_Station_Mitsuseki,Nearest_Station_None,Nearest_Station_Shimoyuzawa,Nearest_Station_Yuzawa,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
