,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,Municipality_Tondabayashi City,District_Aobaoka,District_Asahigaokacho,District_Betsui,District_Fudogaokacho,District_Fujisawadai,District_Fumigaokacho,District_Fushiyama,District_Goken-ya,District_Higashiitamochicho,District_Hiracho,District_Hommachi,District_Kada,District_Kagaridai,District_Kawamukaicho,District_Kawazuracho,District_Kidoyamacho,District_Kishicho,District_Kishishinkecho,District_Kitaotomocho,District_Koda,District_Koganedai,District_Kongofushiyamadai,District_Kongonishikioridai,District_Kotobukicho,District_Koyodai,District_Kunokidai,District_Midorigaokacho,District_Minamiasahigaokacho,District_Minamiotomocho,District_Miyacho,District_Miyakodacho,District_Miyamadai,District_Nakanocho,District_Nakanochonishi,District_Nampuudai,District_Nishiitamochicho,District_Nishikigaokacho,District_Nishikiorihigashi,District_Nishikiorikita,District_Nishikioriminami,District_Nishikiorinaka,District_Oaza Fushimido,District_Oaza Ochikata,District_Oaza Ryusen,District_Oaza Sabi,District_Oaza Shindo,District_Oaza Suga,District_Oaza Ureshi,District_Oaza Yokoyama,District_Sakuragaokacho,District_Sakuraicho,District_Shimizucho,District_Shin-aobaokacho,District_Shinke,District_Showacho,District_Suga,District_Takabedai,District_Tanigawacho,District_Teraikedai,District_Tokiwacho,District_Tondabayashicho,District_Tsuuhojicho,District_Tsuzuyama,District_Tsuzuyamadai,District_Umenosato,District_Wakamatsucho,District_Wakamatsuchohigashi,District_Wakamatsuchonishi,District_Yamachudacho,District_Yamatecho,Nearest_Station_Kawachinagano,Nearest_Station_Kawanishi (Osaka),Nearest_Station_Kishi,Nearest_Station_Kongo,Nearest_Station_Osakasayamashi,Nearest_Station_Sayama,Nearest_Station_Shionomiya,Nearest_Station_Takidani (Osaka),Nearest_Station_Takidanifudo,Nearest_Station_Tondabayashi,Nearest_Station_Tondabayashinishiguchi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
