,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Suginami Ward,District_Amanuma,District_Asagayakita,District_Asagayaminami,District_Eifuku,District_Hamadayama,District_Hon-amanuma,District_Honan,District_Horinouchi,District_Igusa,District_Imagawa,District_Izumi,District_Kamiigusa,District_Kamiogi,District_Kamitakaido,District_Koenjikita,District_Koenjiminami,District_Kugayama,District_Matsunoki,District_Minamiogikubo,District_Miyamae,District_Momoi,District_Naritahigashi,District_Naritanishi,District_Nishiogikita,District_Nishiogiminami,District_Ogikubo,District_Omiya,District_Shimizu,District_Shimoigusa,District_Shimotakaido,District_Shoan,District_Takaidohigashi,District_Takaidonishi,District_Umezato,District_Wada,District_Zempukuji,Nearest_Station_Asagaya,Nearest_Station_Daitabashi,Nearest_Station_Eifukucho,Nearest_Station_Fujimigaoka,Nearest_Station_Hachiman-yama,Nearest_Station_Hamadayama,Nearest_Station_Hatagaya,Nearest_Station_Higashikoenji,Nearest_Station_Honancho,Nearest_Station_Iogi,Nearest_Station_Kamiigusa,Nearest_Station_Kamikitazawa,Nearest_Station_Kamishakujii,Nearest_Station_Koenji,Nearest_Station_Kugayama,Nearest_Station_Meidaimae,Nearest_Station_Minamiasagaya,Nearest_Station_Mitakadai,Nearest_Station_Nakano (Tokyo),Nearest_Station_Nakanofujimicho,Nearest_Station_Nishieifuku,Nearest_Station_Nishiogikubo,Nearest_Station_Ogikubo,Nearest_Station_Rokakoen,Nearest_Station_Saginomiya,Nearest_Station_Sakurajosui,Nearest_Station_Sasazuka,Nearest_Station_Shimoigusa,Nearest_Station_Shimotakaido,Nearest_Station_Shinkoenji,Nearest_Station_Shinnakano,Nearest_Station_Takaido,Layout_1DK,Layout_1K,Layout_1K+S,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_1R+S,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_7LDK,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
