,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Aoba Ward,Yokohama City",District_Akanedai,District_Aobadai,District_Azamino,District_Azaminominami,District_Chigusadai,District_Edacho,District_Edakita,District_Edanishi,District_Ekoda,District_Enokigaoka,District_Fujigaoka,District_Ichigaocho,District_Jikecho,District_Kakinokidai,District_Kamiyamotocho,District_Kamoshidacho,District_Katsuradai,District_Kuroganecho,District_Kurosuda,District_Matsukazedai,District_Misuzugaoka,District_Mitakedai,District_Moegino,District_Mominokidai,District_Motoishikawacho,District_Nara,District_Naracho,District_Nariaicho,District_Obacho,District_Ondacho,District_Sakuradai,District_Satsukigaoka,District_Shin-ishikawa,District_Shiratoridai,District_Sumiyoshidai,District_Susukino,District_Tachibanadai,District_Tanacho,District_Tsutsujigaoka,District_Umegaoka,District_Utsukushigaoka,District_Utsukushigaokanishi,District_Wakakusadai,Nearest_Station_Aobadai,Nearest_Station_Azamino,Nearest_Station_Eda (Kanagawa),Nearest_Station_Fujigaoka (Kanagawa),Nearest_Station_Ichigao,Nearest_Station_Kawawacho,Nearest_Station_Kodomonokuni (Kanagawa),Nearest_Station_Nagatsuta,Nearest_Station_Nakagawa (Kanagawa),Nearest_Station_Onda,Nearest_Station_Saginuma,Nearest_Station_Tama Plaza,Nearest_Station_Tamagawagakuenmae,Nearest_Station_Tana,Nearest_Station_Tokaichiba (Kanagawa),Nearest_Station_Tsuzukifureainooka,Nearest_Station_Yurigaoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of real estate to which mortgage etc. are set,Dealings between related objects",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
